ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
741,Colton Huard (D),University of New Hampshire,35,0,10,10,0.29,22,-6
742,T.J. Schweighardt (D),UMass-Lowell,36,0,10,10,0.28,6,1
743,Brandon Chabrier (D),University of Maine,37,0,10,10,0.27,25,10
744,David Sacco (RW),Merrimack College,26,9,0,9,0.35,37,-3
745,Alexander Nordstrom (F),Michigan Tech,31,7,2,9,0.29,16,1
746,Cade Littler (C/RW),University of North Dakota,33,7,2,9,0.27,21,9
747,Brandon Svoboda (C/RW),Boston University,33,7,2,9,0.27,29,-9
748,Kienan Draper (RW),University of Michigan,33,7,2,9,0.27,37,-4
749,Ryan O'Reilly (W/C),Providence College,26,6,3,9,0.35,6,10
750,Max Martin (F),Bowling Green State University,32,6,3,9,0.28,10,1
751,Quinn Rudrud (F),Augustana University,32,6,3,9,0.28,27,-2
752,Mason Nevers (C),University of Minnesota,33,6,3,9,0.27,4,2
753,Patrick Schmiedlin (C),Lindenwood University,14,5,4,9,0.64,4,6
754,Kevin Anderson (F),Princeton University,28,5,4,9,0.32,27,-5
755,Cameron Johnson (C),Harvard University,31,5,4,9,0.29,2,-13
756,Ethan Bono (F),Merrimack College,33,5,4,9,0.27,6,0
757,Blake Bechen (F),University of Minnesota-Duluth,34,5,4,9,0.26,12,-3
758,Owen Lindmark (C/RW),University of Wisconsin,37,5,4,9,0.24,12,-13
759,Zack Sharp (D),Western Michigan University,42,5,4,9,0.21,12,19
760,Connor Caponi (F),University of Denver,42,5,4,9,0.21,65,8
761,Charlie Schoen (RW),Arizona State University,18,4,5,9,0.50,4,10
762,Matthew Johnson (F),University of Alaska-Anchorage,26,4,5,9,0.35,10,0
763,Charlie Gollob (C),Brown University,27,4,5,9,0.33,29,-2
764,Grady Hobbs (RW/LW),RIT (Rochester Inst. of Tech.),31,4,5,9,0.29,8,-18
765,Nicholas Degraves (F),Penn State University,33,4,5,9,0.27,8,3
766,Jack Smith (C/RW),University of Minnesota-Duluth,33,4,5,9,0.27,23,-10
767,Anthony Cliche (D),Northern Michigan University,34,4,5,9,0.26,14,-4
768,Mike Posma (C/LW),Boston College,37,4,5,9,0.24,16,4
769,Robby Newton (F),Colgate University,25,3,6,9,0.36,8,7
770,Kyler Kleven (C),Niagara University,26,3,6,9,0.35,10,-4
771,Owen Neuharth (C),Colgate University,29,3,6,9,0.31,8,3
772,Nic Belpedio (D),Colgate University,31,3,6,9,0.29,6,-10
773,Ivan Zivlak (D),Merrimack College,32,3,6,9,0.28,6,-1
774,Michael DeAngelo (C),Michigan State University,33,3,6,9,0.27,19,3
775,Sawyer Scholl (RW),University of Wisconsin,34,3,6,9,0.26,26,3
776,Brett Merner (D),Colgate University,35,3,6,9,0.26,0,8
777,Dakoda Rhéaume-Mullen (D),University of Michigan,35,3,6,9,0.26,8,-5
778,Jack Horbach (RW/C),University of Wisconsin,35,3,6,9,0.26,21,8
779,Nathan Oickle (D),Niagara University,37,3,6,9,0.24,14,9
780,Nick Carabin (D),University of Connecticut,39,3,6,9,0.23,16,7
781,Will Hillman (F),Minnesota State University (Mankato),39,3,6,9,0.23,23,7
782,Max Itagaki (F),Ferris State University,26,2,7,9,0.35,14,-6
783,Harper Bentz (RW),University of Minnesota-Duluth,27,2,7,9,0.33,4,3
784,Ian Carpentier (C),UMass-Lowell,27,2,7,9,0.33,8,4
785,Aidan Hreschuk (D),Boston College,33,2,7,9,0.27,21,9
786,Conner Hutchison (D),Miami University (Ohio),33,2,7,9,0.27,22,-10
787,Harrison Roy (F),Merrimack College,35,2,7,9,0.26,12,-13
788,Tanner Main (D),Bentley University,35,2,7,9,0.26,18,11
789,Reilly Connors (C/RW),St. Lawrence University,35,2,7,9,0.26,24,-14
790,David Posma (D),American International College,36,2,7,9,0.25,51,-1
791,Holt Oliphant (F),Air Force Academy,38,2,7,9,0.24,6,-1
792,Pierce Patterson (D),Army (U.S. Military Academy),38,2,7,9,0.24,12,-3
793,Samuel Groebner (D),Army (U.S. Military Academy),38,2,7,9,0.24,14,4
794,Cade Christenson (D),Penn State University,39,2,7,9,0.23,10,23
795,Ian Pierce (D),Dartmouth College,24,1,8,9,0.38,13,7
796,Cal Thomas (D),University of Minnesota,27,1,8,9,0.33,8,11
797,Marcus Broberg (D),University of Nebraska-Omaha,27,1,8,9,0.33,22,6
798,Mathew Shatsky (D),College of the Holy Cross,28,1,8,9,0.32,8,-5
799,Gabriel Westling (C/LW),St. Lawrence University,30,1,8,9,0.30,6,-13
800,Vincent Corcoran (D),Bemidji State University,30,1,8,9,0.30,8,5
801,Hagen Burrows (C/W),University of Denver,39,1,8,9,0.23,14,5
802,Thomas Messineo (D),University of Connecticut,39,1,8,9,0.23,20,19
803,Will Staring (D),Air Force Academy,39,1,8,9,0.23,26,-8
804,Jordan Venegoni (F),Lake Superior State University,28,0,9,9,0.32,6,-2
805,Chris Able (D),Ohio State University,32,0,9,9,0.28,6,10
806,Carter Schade (D),Penn State University,35,0,9,9,0.26,26,-1
807,Garrett Horsager (D),Bentley University,37,0,9,9,0.24,31,12
808,Carter Korpi (F),Union College,18,6,2,8,0.44,8,7
809,Noah Quinn (F),Bemidji State University,21,6,2,8,0.38,12,2
810,Ryan Duguay (RW/C),Northern Michigan University,24,6,2,8,0.33,4,-9
811,Pierson Brandon (D),UMass-Lowell,34,6,2,8,0.24,16,-1
812,Matthew Romer (F),Northern Michigan University,23,5,3,8,0.35,4,-8
813,Alexander Zetterberg (C),Boston University,26,5,3,8,0.31,2,0
814,Tyler DesRochers (D),Mercyhurst University,27,5,3,8,0.30,16,-9
815,Gunnar Thoreson (C),St. Lawrence University,33,5,3,8,0.24,8,-11
816,Grant Silianoff (RW),University of Notre Dame,38,5,3,8,0.21,18,-8
817,Marcus Pedersen (RW/LW),Michigan Tech,29,4,4,8,0.28,8,-2
818,Steven Townley (F),Dartmouth College,33,4,4,8,0.24,2,11
819,Josh Zinger (D),St. Cloud State University,33,4,4,8,0.24,16,-13
820,Matthew Vermaeten (F),Canisius College,35,4,4,8,0.23,2,-5
821,Arvils Bergmanis (D),RPI (Rensselaer Polytech. Inst.),35,4,4,8,0.23,22,-10
822,Daniel Baldassarra (C),Long Island University,17,3,5,8,0.47,2,8
823,Zach Nicolas (F),Stonehill College,20,3,5,8,0.40,2,-7
824,Joel Lehtinen (F),Stonehill College,27,3,5,8,0.30,12,1
825,Aleksi Kivioja (C/W),Providence College,28,3,5,8,0.29,10,8
826,Luc Pelletier (LW),Princeton University,29,3,5,8,0.28,35,-7
827,Michael Callow (RW/LW),Harvard University,30,3,5,8,0.27,14,2
828,Henry Nelson (D),University of Notre Dame,30,3,5,8,0.27,32,0
829,Ryan Alexander (C/LW),Arizona State University,31,3,5,8,0.26,6,11
830,Tanner Edwards (LW/C),University of Alaska-Anchorage,31,3,5,8,0.26,58,-6
831,Jarred White (C),University of Alaska-Anchorage,32,3,5,8,0.25,17,-4
832,D.J. Hart (D),Union College,32,3,5,8,0.25,33,1
833,Cody Monds (RW/C),Robert Morris University,33,3,5,8,0.24,2,-7
834,Thomas Sinclair (C),University of Vermont,33,3,5,8,0.24,21,-12
835,Carter Loney (C),University of Minnesota-Duluth,33,3,5,8,0.24,40,-10
836,Patrick Johnson (F),Robert Morris University,34,3,5,8,0.24,24,-5
837,Jesse Tucker (C),Northern Michigan University,34,3,5,8,0.24,26,-25
838,John Mittelstadt (F),University of Minnesota,35,3,5,8,0.23,0,5
839,Josh Luedtke (D),St. Cloud State University,36,3,5,8,0.22,10,-14
840,Tyler Paquette (RW/C),Penn State University,38,3,5,8,0.21,12,-11
841,Kash Rasmussen (F),Canisius College,14,2,6,8,0.57,6,5
842,Uula Ruikka (D),Augustana University,24,2,6,8,0.33,12,5
843,Barrett Brooks (RW),Mercyhurst University,26,2,6,8,0.31,2,-15
844,Cooper Wylie (D),St. Cloud State University,26,2,6,8,0.31,24,1
845,Nicholas Bernardo (D),Long Island University,27,2,6,8,0.30,10,3
846,Adam Ingram (C),St. Cloud State University,29,2,6,8,0.28,12,-4
847,Blake Humphrey (C),Lake Superior State University,30,2,6,8,0.27,2,-1
848,Aiden Celebrini (D),Boston University,31,2,6,8,0.26,14,8
849,Philip Törnqvist (D),University of Vermont,33,2,6,8,0.24,4,-7
850,Jackson Niedermayer (LW),Bowling Green State University,33,2,6,8,0.24,12,-9
851,Connor Sweeney (F),University of New Hampshire,35,2,6,8,0.23,8,-7
852,Mitchell Wolfe (D),Bemidji State University,38,2,6,8,0.21,12,-8
853,Garrett Brown (D),University of Denver,42,2,6,8,0.19,33,9
854,Luca Leighton (F),Long Island University,23,1,7,8,0.35,22,5
855,Caelum Dick (D),University of Alaska-Fairbanks,25,1,7,8,0.32,10,4
856,Brett Roloson (F),Niagara University,26,1,7,8,0.31,0,1
857,Nicolas Petruolo (D),College of the Holy Cross,27,1,7,8,0.30,54,13
858,Ryan O'Connell (C),Merrimack College,28,1,7,8,0.29,18,-5
859,Andy Reist (F),Niagara University,32,1,7,8,0.25,16,-12
860,Will Svenddal (D),Augustana University,33,1,7,8,0.24,8,2
861,Nicholas Cafarelli (F),RIT (Rochester Inst. of Tech.),33,1,7,8,0.24,34,-6
862,Colin Ralph (D),St. Cloud State University,35,1,7,8,0.23,20,-4
863,Michael Hagens (D),Boston College,37,1,7,8,0.22,5,5
864,Campbell Cichosz (D),Minnesota State University (Mankato),37,1,7,8,0.22,8,22
865,Brody Gagno (D),College of the Holy Cross,39,1,7,8,0.21,40,15
866,Kent Anderson (D),University of Denver,44,1,7,8,0.18,14,13
867,Alexander Malinowski (LW/RW),American International College,25,0,8,8,0.32,6,-8
868,Connor McGrath (C),Ferris State University,26,0,8,8,0.31,8,-8
869,Theo Wallberg (D),Ohio State University,27,0,8,8,0.30,10,13
870,Jimmy Doyle (RW),Bentley University,32,0,8,8,0.25,6,3
871,Nick Williams (D),Michigan Tech,34,0,8,8,0.24,10,7
872,Lachlan Getz (D),College of the Holy Cross,38,0,8,8,0.21,32,5
873,Kyle Penney (C),Cornell University,25,6,1,7,0.28,15,8
874,Tanner Latsch (C),Northern Michigan University,22,5,2,7,0.32,6,-12
875,Jens Richards (F),University of Vermont,26,5,2,7,0.27,6,-6
876,Simone Dadiè (F),Colgate University,31,5,2,7,0.23,8,-2
877,Gavin Gulash (F),Robert Morris University,33,5,2,7,0.21,33,1
878,Andrew DeCarlo (F),Air Force Academy,35,5,2,7,0.20,31,-5
879,Brett Moravec (F),Minnesota State University (Mankato),37,5,2,7,0.19,16,3
880,Sixten Jennersjö (LW),Long Island University,16,4,3,7,0.44,4,1
881,Jake Black (F),Bentley University,22,4,3,7,0.32,6,-1
882,Ty Hipkin (F),Lindenwood University,29,4,3,7,0.24,14,-5
883,Ethan Zielke (F),Lindenwood University,30,4,3,7,0.23,12,-2
884,Ryan Botterill (F),University of Wisconsin,31,4,3,7,0.23,2,-12
885,Braden Birnie (F),University of Alaska-Fairbanks,32,4,3,7,0.22,12,-8
886,Blake Mesenburg (C/LW),Miami University (Ohio),34,4,3,7,0.21,12,-16
887,Ryan McGuire (C/RW),Northeastern University,37,4,3,7,0.19,14,-9
888,Noah Carlin (D),Niagara University,37,4,3,7,0.19,18,1
889,Michael Cameron (C),UMass,21,3,4,7,0.33,4,-2
890,Jake Bongo (F),Sacred Heart University,22,3,4,7,0.32,0,4
891,Benji Eckerle (F),Arizona State University,24,3,4,7,0.29,12,0
892,Chase Davis (F),Bentley University,25,3,4,7,0.28,4,0
893,Carter Batchelder (C),Lake Superior State University,26,3,4,7,0.27,10,-8
894,Owen Kim (F),College of the Holy Cross,26,3,4,7,0.27,39,-3
895,Casey McDonald (F),American International College,27,3,4,7,0.26,25,-2
896,Anthony Yu (F),Air Force Academy,29,3,4,7,0.24,8,-7
897,Cole Melady (F),Stonehill College,29,3,4,7,0.24,14,-3
898,Briggs Gammill (F),Yale University,30,3,4,7,0.23,18,-9
899,Dylan Moulton (D),Miami University (Ohio),33,3,4,7,0.21,16,-28
900,Donte Lawson (F),Bemidji State University,36,3,4,7,0.19,2,-2
901,Mitchell Digby (D),Air Force Academy,36,3,4,7,0.19,4,6
902,Mason Salquist (F),St. Cloud State University,36,3,4,7,0.19,16,-7
903,Tucker Hodgson (D),Bentley University,40,3,4,7,0.18,22,5
904,Nick Sajevic (F),Air Force Academy,20,2,5,7,0.35,4,0
905,Ethan Lund (D),Niagara University,27,2,5,7,0.26,14,10
906,Connor Pelc (RW),Mercyhurst University,28,2,5,7,0.25,29,-15
907,Luke Pakulak (F),Clarkson University,30,2,5,7,0.23,10,-3
908,Will Skahan (D),Boston College,30,2,5,7,0.23,10,6
909,Jack Brandt (F),Colgate University,31,2,5,7,0.23,40,-4
910,Nicholas Beneteau (C/RW),St. Lawrence University,32,2,5,7,0.22,6,-16
911,Isack Bandu (D),St. Lawrence University,32,2,5,7,0.22,27,-12
912,Jake McLean (F),Bemidji State University,33,2,5,7,0.21,2,-6
913,Leo Chambers (C),Stonehill College,33,2,5,7,0.21,10,-1
914,Austin Jouppi (F),Bemidji State University,33,2,5,7,0.21,12,-9
915,Nick Nardecchia (RW),Ferris State University,33,2,5,7,0.21,14,-6
916,Drake Burgin (D),St. Lawrence University,35,2,5,7,0.20,14,-21
917,Thomas Weis (C),Ohio State University,35,2,5,7,0.20,19,8
918,Jarod Crespo (D),Penn State University,36,2,5,7,0.19,10,-10
919,Hank Kempf (D),Cornell University,36,2,5,7,0.19,18,4
920,Oskar Komarov (RW),University of Maine,37,2,5,7,0.19,4,3
921,Brasen Boser (D),Arizona State University,37,2,5,7,0.19,8,5
922,Ty Brassington (D),Clarkson University,38,2,5,7,0.18,2,5
923,Tony Follmer (D),Bemidji State University,38,2,5,7,0.18,16,-9
924,Garett Drotts (LW),Augustana University,20,1,6,7,0.35,8,3
925,Greg Japchen (D),Robert Morris University,25,1,6,7,0.28,10,-5
926,Dane Montgomery (D/RW),University of North Dakota,27,1,6,7,0.26,8,-4
927,Vladislav Lukashevich (D),Michigan State University,29,1,6,7,0.24,4,11
928,Kieran O'Hearn (D),Yale University,29,1,6,7,0.24,32,-5
929,Zakary Karpa (C/LW),Harvard University,31,1,6,7,0.23,8,-6
930,Michael Rubin (D),Sacred Heart University,31,1,6,7,0.23,10,9
931,Justin Gibson (D),Stonehill College,32,1,6,7,0.22,0,-4
932,Matthew Fusco (D),Dartmouth College,32,1,6,7,0.22,4,-3
933,Tony Andreozzi (D),Brown University,32,1,6,7,0.22,6,-3
934,Aiden VanRooyan (D),Sacred Heart University,32,1,6,7,0.22,10,8
935,Breck McKinley (D),Bowling Green State University,35,1,6,7,0.20,14,4
936,Evan Stella (D),American International College,35,1,6,7,0.20,16,-19
937,Casey Aman (D),Penn State University,36,1,6,7,0.19,10,-1
938,Lauri Sertti (D),American International College,37,1,6,7,0.19,6,1
939,Ryan Helliwell (D),University of Notre Dame,37,1,6,7,0.19,39,1
940,Patrick Geary (D),Michigan State University,37,1,6,7,0.19,43,4
941,Kaelan Taylor (D),Clarkson University,39,1,6,7,0.18,10,15
942,Caleb Price (D),Mercyhurst University,24,0,7,7,0.29,0,-19
943,Ryan Beck (C),Colorado College,27,0,7,7,0.26,8,-13
944,Brendan Miles (D),Union College,29,0,7,7,0.24,10,0
945,Gabriel Lunn (D),Robert Morris University,29,0,7,7,0.24,10,-5
946,Ren Morque (D),Air Force Academy,39,0,7,7,0.18,2,9
947,Conor Lovett (F),University of New Hampshire,35,5,1,6,0.17,10,-2
948,Jan Lasak (RW),St. Lawrence University,16,4,2,6,0.38,4,-7
949,Carter Randklev (F),Bemidji State University,18,4,2,6,0.33,6,3
950,Tyler Coffey (F),Colorado College,23,4,2,6,0.26,0,-3
951,Owen Mehlenbacher (C),University of Wisconsin,25,4,2,6,0.24,2,-2
952,Matthew Rickard (D),University of Alaska-Fairbanks,25,4,2,6,0.24,18,-6
953,Will Arquiett (F),St. Lawrence University,27,4,2,6,0.22,10,-5
954,Philippe Jacques (C),RIT (Rochester Inst. of Tech.),34,4,2,6,0.18,6,-18
955,Ryan Spinale (F),Colgate University,34,4,2,6,0.18,69,-14
956,Tristan Amonte (F),Boston University,38,4,2,6,0.16,19,-2
957,Haden Kruse (F),University of Alaska-Fairbanks,15,3,3,6,0.40,2,3
958,Matteo Disipio (RW),Mercyhurst University,16,3,3,6,0.38,2,-4
959,Jack Silich (F),Ferris State University,20,3,3,6,0.30,6,-4
960,Clint Levens (C),Providence College,22,3,3,6,0.27,18,2
961,Crossley Stewart (D),RIT (Rochester Inst. of Tech.),24,3,3,6,0.25,21,0
962,Joey Molenaar (F),University of Minnesota-Duluth,31,3,3,6,0.19,6,-8
963,Kristaps Skrastins (C),University of New Hampshire,32,3,3,6,0.19,4,-5
964,Ryan Shostak (F),Brown University,32,3,3,6,0.19,14,-2
965,Hugh Larkin (RW),University of Connecticut,32,3,3,6,0.19,37,-4
966,Jérémie Payant (C),RPI (Rensselaer Polytech. Inst.),33,3,3,6,0.18,6,-7
967,Owen DuBois (F),Air Force Academy,34,3,3,6,0.18,23,-9
968,Drew Sutton (F),Union College,35,3,3,6,0.17,2,-10
969,William Smith (D),Ohio State University,36,3,3,6,0.17,29,-2
970,Grant Hindman (D),Lake Superior State University,36,3,3,6,0.17,30,-14
971,Matvei Kabanov (LW),Bowling Green State University,13,2,4,6,0.46,2,0
972,Kyle Heath (F),Stonehill College,21,2,4,6,0.29,2,-2
973,Karter McNarland (F),University of Alaska-Anchorage,23,2,4,6,0.26,4,-1
974,Robert Kincaid (D),Canisius College,24,2,4,6,0.25,0,-6
975,Jayden Sison (RW),Princeton University,24,2,4,6,0.25,10,-5
976,Jérémi Tremblay (F),Sacred Heart University,24,2,4,6,0.25,21,8
977,Nathan Lewis (LW),Ohio State University,28,2,4,6,0.21,2,2
978,Nikolai Jenson (D),University of New Hampshire,28,2,4,6,0.21,33,0
979,Jakob Peterson (D),Northern Michigan University,29,2,4,6,0.21,12,-14
980,Jan Olenginski (D),St. Lawrence University,30,2,4,6,0.20,10,-4
981,Julian Frias (F),Yale University,30,2,4,6,0.20,12,-12
982,Xavier Alexandre Jean-Louis (D),Ferris State University,30,2,4,6,0.20,14,2
983,Tomas Machu (D),Providence College,30,2,4,6,0.20,27,2
984,Oliver Salo (F),Bentley University,31,2,4,6,0.19,8,3
985,Drew Kuzma (F),Lindenwood University,32,2,4,6,0.19,19,-12
986,Gunnar VanDamme (D),University of Alaska-Anchorage,34,2,4,6,0.18,12,-12
987,Dylan Wegner (F),Army (U.S. Military Academy),34,2,4,6,0.18,16,-8
988,Keaton Peters (F),Penn State University,35,2,4,6,0.17,6,-13
989,Tyler Catalano (C/RW),Cornell University,36,2,4,6,0.17,26,0
990,Jack Robilotti (D),UMass-Lowell,36,2,4,6,0.17,32,6
991,Jake Sondreal (C),Boston College,36,2,4,6,0.17,36,6
992,Jayden Jubenvill (D),University of North Dakota,37,2,4,6,0.16,29,8
993,Jordan Power (D),Minnesota State University (Mankato),37,2,4,6,0.16,31,8
994,Wilhelm Forsberg (RW),American International College,20,1,5,6,0.30,6,0
995,Cody Croal (LW),University of North Dakota,22,1,5,6,0.27,12,2
996,Nick Trela (F),Long Island University,22,1,5,6,0.27,23,2
997,Hughie Hooker (D),Yale University,26,1,5,6,0.23,10,-23
998,Logan Acheson (D),University of Alaska-Anchorage,27,1,5,6,0.22,4,-2
999,Jack Larrigan (RW/LW),University of Notre Dame,29,1,5,6,0.21,4,-11
1000,Matthew Morden (D),Harvard University,31,1,5,6,0.19,6,-1
1001,Tyler Procious (D),American International College,32,1,5,6,0.19,8,-8
1002,Joe Solimine (C),College of the Holy Cross,32,1,5,6,0.19,12,-1
1003,Kyle Bettens (RW/C),University of Minnesota-Duluth,32,1,5,6,0.19,12,-9
1004,Steven Bellini (D),Minnesota State University (Mankato),33,1,5,6,0.18,4,5
1005,Luca Fantilli (D),University of Michigan,34,1,5,6,0.18,8,-5
1006,Luke Weilandt (F),Merrimack College,35,1,5,6,0.17,14,-8
1007,Ben Wozney (D),Bowling Green State University,36,1,5,6,0.17,19,1
1008,Luke LaMaster (D),University of Alaska-Fairbanks,27,0,6,6,0.22,10,9
1009,Luis Lindner (D/F),University of New Hampshire,28,0,6,6,0.21,4,3
1010,Ethan Straky (D),Colorado College,32,0,6,6,0.19,24,-6
1011,Kennedy O'Connor (D),UMass,34,0,6,6,0.18,8,7
1012,Gabe Blanchard (D),Sacred Heart University,38,0,6,6,0.16,31,-2
1013,Mason Wheeler (D),Minnesota State University (Mankato),39,0,6,6,0.15,13,22
1014,Chad Muller (RW),Long Island University,12,4,1,5,0.42,14,6
1015,Porter Schachle (F),University of Alaska-Anchorage,21,4,1,5,0.24,20,-4
1016,Marek Hejduk (F),Harvard University,26,4,1,5,0.19,8,-10
1017,Kalen Szeto (F),Yale University,27,4,1,5,0.19,4,-14
1018,Nick Portz (F),St. Cloud State University,33,4,1,5,0.15,12,-11
1019,Brady Berard (C),Boston College,35,4,1,5,0.14,10,-4
1020,Killian Kiecker-Olson (C),Canisius College,22,3,2,5,0.23,6,11021,Ethan Aucoin (F),St. Cloud State University,23,3,2,5,0.22,6,-3
1022,Nicholas Niemo (F),University of Maine,23,3,2,5,0.22,21,0
1023,Trevor LeDonne (D),Robert Morris University,23,3,2,5,0.22,22,-4
1024,Brody Mortensen (D),Lindenwood University,24,3,2,5,0.21,10,-5
1025,Owen Baker (RW),Michigan Tech,33,3,2,5,0.15,2,-8
1026,Daniel Ebrahim (LW),Sacred Heart University,33,3,2,5,0.15,8,-1
1027,Cole Gordon (F),Arizona State University,34,3,2,5,0.15,4,-4
1028,Connor Joyce (C),Boston College,35,3,2,5,0.14,2,4
1029,Tyler Mahan (LW),RIT (Rochester Inst. of Tech.),35,3,2,5,0.14,15,-4
1030,Jakob Stender (D),Minnesota State University (Mankato),37,3,2,5,0.14,13,21031,Tom Leppä (C),Michigan Tech,16,2,3,5,0.31,6,2
1032,Noah Powell (RW),Ohio State University,17,2,3,5,0.29,4,0
1033,Tyler Rubin (D),Princeton University,17,2,3,5,0.29,12,0
1034,Michael La Starza (LW),University of Vermont,18,2,3,5,0.28,4,-6
1035,Joey Potter (D),University of Alaska-Anchorage,18,2,3,5,0.28,12,-7
1036,Thomas Pichette (C),University of Maine,19,2,3,5,0.26,0,1
1037,Drew Vieten (F),Niagara University,20,2,3,5,0.25,4,6
1038,Braden Fischer (LW),University of Minnesota-Duluth,20,2,3,5,0.25,8,0
1039,Matt Corbet (F),Ferris State University,20,2,3,5,0.25,12,-4
1040,Daniel Laatsch (D),University of Wisconsin,22,2,3,5,0.23,2,11041,David Hymovitch (F),Arizona State University,23,2,3,5,0.22,0,1
1042,August Falloon (C),University of Minnesota,24,2,3,5,0.21,0,0
1043,Jaksen Panzer (F),Bemidji State University,26,2,3,5,0.19,2,-7
1044,Médrick Bolduc (F),Northern Michigan University,26,2,3,5,0.19,34,-13
1045,Aiden Westin (F),University of Alaska-Anchorage,27,2,3,5,0.19,6,-7
1046,Hampus Rydqvist (D),Miami University (Ohio),28,2,3,5,0.18,10,-12
1047,Jacob Jeannette (RW),Union College,29,2,3,5,0.17,12,-3
1048,William Lawson-Body (F),University of Alaska-Fairbanks,31,2,3,5,0.16,2,5
1049,James Duerr (F),UMass,31,2,3,5,0.16,6,1
1050,Alexander Bales (D),Providence College,32,2,3,5,0.16,10,2
1051,Adam Kleber (D),University of Minnesota-Duluth,33,2,3,5,0.15,13,-9
1052,Devlin O'Brien (LW),Stonehill College,33,2,3,5,0.15,37,-3
1053,Ryan Smith (RW),Quinnipiac University,34,2,3,5,0.15,21,-10
1054,Brad McNeil (F),RPI (Rensselaer Polytech. Inst.),35,2,3,5,0.14,2,-4
1055,James Goffredo (D),RPI (Rensselaer Polytech. Inst.),35,2,3,5,0.14,20,-9
1056,Tommy Pasanen (D),Bowling Green State University,35,2,3,5,0.14,37,1
1057,Easton Zueger (D),Army (U.S. Military Academy),36,2,3,5,0.14,28,-8
1058,Luke Farthing (D),Canisius College,15,1,4,5,0.33,10,-8
1059,Bodie Nobes (D),University of Maine,21,1,4,5,0.24,4,9
1060,Tommy Middleton (F),Colorado College,21,1,4,5,0.24,8,-7
1061,Ryan Fine (F),Harvard University,24,1,4,5,0.21,2,-9
1062,Trevor Griebel (D/F),Merrimack College,25,1,4,5,0.20,19,-9
1063,Carter Patterson (D),Canisius College,28,1,4,5,0.18,31,-1
1064,Ethan Szmagaj (D),Arizona State University,29,1,4,5,0.17,0,0
1065,Matthew Perkins (C),University of Minnesota-Duluth,29,1,4,5,0.17,14,-7
1066,Seth Fyten (F),Bowling Green State University,30,1,4,5,0.17,22,-3
1067,Brett Bliss (D),Brown University,31,1,4,5,0.16,10,3
1068,Bryan Huggins (D),Lake Superior State University,32,1,4,5,0.16,12,-1
1069,Mitchell Allard (LW),Lindenwood University,32,1,4,5,0.16,33,1
1070,Danny Ciccarello (F),Northern Michigan University,33,1,4,5,0.15,12,-10
1071,Cam Gaudette (D),Stonehill College,33,1,4,5,0.15,21,0
1072,Lauri Raiman (C/W),Michigan Tech,35,1,4,5,0.14,4,1
1073,Viktor Hurtig (D),Michigan Tech,35,1,4,5,0.14,10,-7
1074,William Magnuson (D),Bemidji State University,35,1,4,5,0.14,21,-10
1075,Joseph Pierce (D),University of Minnesota-Duluth,36,1,4,5,0.14,50,5
1076,Jack Sparkes (D),Clarkson University,38,1,4,5,0.13,50,1
1077,Alex Gomez (C/W),University of Alaska-Anchorage,16,0,5,5,0.31,2,5
1078,Nick Roukounakis (LW),Boston University,21,0,5,5,0.24,12,-1
1079,John Dalton (D),University of Maine,21,0,5,5,0.24,21,-3
1080,Everett Pietila (F),Lake Superior State University,25,0,5,5,0.20,10,-4
1081,Brady Yakesh (D),Lindenwood University,27,0,5,5,0.19,16,-4
1082,Ethan Elias (D),University of St. Thomas,29,0,5,5,0.17,2,-1
1083,Jack Silverberg (F),Dartmouth College,29,0,5,5,0.17,15,9
1084,Adam Cardona (D),University of Alaska-Fairbanks,31,0,5,5,0.16,32,-3
1085,Sean Vlasich (D),Army (U.S. Military Academy),33,0,5,5,0.15,6,1
1086,Colton Cameron (D),Bentley University,38,0,5,5,0.13,10,9
1087,Beau Janzig (D),Air Force Academy,40,0,5,5,0.13,6,-7
1088,Nate Morgan (F),Dartmouth College,17,4,0,4,0.24,0,4
1089,Anton Rubtsov (F),University of Alaska-Fairbanks,13,3,1,4,0.31,8,0
1090,Chase LaPinta (F),University of Nebraska-Omaha,19,3,1,4,0.21,4,-4
1091,Cade Ahrenholz (RW),University of Alaska-Fairbanks,24,3,1,4,0.17,41,-3
1092,Michael Hodge (F),College of the Holy Cross,25,3,1,4,0.16,2,3
1093,Spencer Bell (F),St. Lawrence University,32,3,1,4,0.13,20,-5
1094,Stefano Bottini (LW/RW),Canisius College,33,3,1,4,0.12,23,-4
1095,Ethan Wolthers (F),Western Michigan University,9,2,2,4,0.44,2,-1
1096,Hunter Longhi (LW),American International College,13,2,2,4,0.31,4,-1
1097,Jacob MacDonald (LW/C),UMass-Lowell,14,2,2,4,0.29,4,-2
1098,Liam Watkins (F),University of Nebraska-Omaha,15,2,2,4,0.27,0,-7
1099,Luke Johnson (LW/C),University of Alaska-Fairbanks,15,2,2,4,0.27,4,1
1100,Matt Argentina (C),Northern Michigan University,16,2,2,4,0.25,10,-2
1101,Ray Murakami (D),Niagara University,17,2,2,4,0.24,2,6
1102,Kai Daniells (F),Princeton University,18,2,2,4,0.22,2,-8
1103,Ray Fust (LW/RW),Clarkson University,19,2,2,4,0.21,2,-3
1104,Nathan Sullivan (F),RPI (Rensselaer Polytech. Inst.),21,2,2,4,0.19,0,1
1105,Jacob Napier (D),Colgate University,27,2,2,4,0.15,6,-3
