ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
732,Victor Mancini (D),University of Nebraska-Omaha,40,4,6,10,0.25,8,7
733,Ethan Edwards (D),University of Michigan,21,3,7,10,0.48,20,13
734,William Hallén (C/LW),Miami University (Ohio),23,3,7,10,0.43,8,-10
735,Ben Doran (F),Bowling Green State University,25,3,7,10,0.40,28,-4
736,Tommy Bannister (F),Mercyhurst University,27,3,7,10,0.37,4,-6
737,Ryan Alexander (C/LW),Arizona State University,27,3,7,10,0.37,10,7
738,Zachary Aughe (C),Lindenwood University,28,3,7,10,0.36,39,-7
739,Quinton Pepper (RW),University of St. Thomas,31,3,7,10,0.32,10,2
740,Gustav Blom (D),RIT (Rochester Inst. of Tech.),32,3,7,10,0.31,20,3
741,Brady Ziemer (D),Augustana University,34,3,7,10,0.29,10,-9
742,Gunnar VanDamme (D),University of Alaska-Anchorage,34,3,7,10,0.29,29,7
743,Jake Bongo (F),Sacred Heart University,36,3,7,10,0.28,4,2
744,Max Dukovac (F),Miami University (Ohio),36,3,7,10,0.28,10,-14
745,Cal Kiefiuk (F),Providence College,25,2,8,10,0.40,24,-1
746,Josh Latta (F),Bentley University,28,2,8,10,0.36,25,-2
747,Xavier Lapointe (D),RIT (Rochester Inst. of Tech.),28,2,8,10,0.36,29,12
748,Oscar Geschwind (F),American International College,32,2,8,10,0.31,8,9
749,Nick Ring (F),University of New Hampshire,34,2,8,10,0.29,6,-5
750,Kyle Gaffney (F),University of Alaska-Fairbanks,34,2,8,10,0.29,16,1
751,Tim Rego (D),Cornell University,35,2,8,10,0.29,14,21
752,Hoyt Stanley (D),Cornell University,35,2,8,10,0.29,22,16
753,Jack Mesic (D),Ferris State University,36,2,8,10,0.28,8,0
754,Brandon Tabakin (D),Arizona State University,36,2,8,10,0.28,13,26
755,Mack Oliphant (D),College of the Holy Cross,38,2,8,10,0.26,19,2
756,Nolan Krenzen (D),University of Nebraska-Omaha,40,2,8,10,0.25,4,7
757,Tommi Männistö (RW),Michigan State University,32,1,9,10,0.31,39,5
758,Cal Thomas (D),University of Minnesota,38,1,9,10,0.26,8,12
759,Abram Wiebe (D),University of North Dakota,40,1,9,10,0.25,27,14
760,Luis Lindner (D/F),University of New Hampshire,36,0,10,10,0.28,2,3
761,Michael Craig (D),Robert Morris University,39,0,10,10,0.26,8,-6
762,Will Dineen (LW/RW),Yale University,20,7,2,9,0.45,27,-4
763,Matthew Johnson (F),University of Alaska-Anchorage,14,6,3,9,0.64,2,-1
764,Rhys Bentham (D),Yale University,26,6,3,9,0.35,6,-9
765,Tyler Paquette (RW/C),Penn State University,27,6,3,9,0.33,8,-14
766,Ethan Bono (F),Merrimack College,29,6,3,9,0.31,8,-2
767,Grant Slukynsky (C),Northern Michigan University,34,6,3,9,0.26,6,-3
768,Alex Young (C/W),Arizona State University,37,6,3,9,0.24,8,-5
769,Cole Spicer (C/LW),University of Minnesota-Duluth,17,5,4,9,0.53,8,2
770,Jake Cady (C),Stonehill College,26,5,4,9,0.35,25,-19
771,Ryan Sullivan (F),Miami University (Ohio),29,5,4,9,0.31,12,-8
772,Jake Higgins (D),College of the Holy Cross,31,5,4,9,0.29,17,2
773,Thomas Sinclair (C),University of Vermont,32,5,4,9,0.28,8,1
774,Tyler Carpenter (F),University of Notre Dame,33,5,4,9,0.27,16,1
775,Filip Fornåå Svensson (C/RW),UMass-Lowell,35,5,4,9,0.26,6,-5
776,Owen Ozar (F),Bowling Green State University,35,5,4,9,0.26,40,-9
777,Mark Estapa (F),University of Michigan,36,5,4,9,0.25,46,-4
778,Marcus Pedersen (RW/LW),Michigan Tech,37,5,4,9,0.24,2,-2
779,Hugh Larkin (RW),Western Michigan University,37,5,4,9,0.24,34,-5
780,Albin Nilsson (C),Miami University (Ohio),17,4,5,9,0.53,2,-12
781,Ellis Rickwood (C),Clarkson University,22,4,5,9,0.41,8,3
782,Jake Braccini (RW),University of St. Thomas,24,4,5,9,0.38,8,-8
783,Matvei Kabanov (LW),Northern Michigan University,26,4,5,9,0.35,4,-3
784,William Howard (F),Augustana University,26,4,5,9,0.35,6,-6
785,Michael Mesic (C),Northern Michigan University,26,4,5,9,0.35,8,-8
786,Joel Määttä (C),University of Vermont,26,4,5,9,0.35,35,-6
787,Erik Bargholtz (F),Clarkson University,29,4,5,9,0.31,6,5
788,Liam Valente (LW/C),Providence College,29,4,5,9,0.31,10,2
789,Alex Power (C),Quinnipiac University,31,4,5,9,0.29,2,8
790,Artur Turansky (LW),Miami University (Ohio),35,4,5,9,0.26,6,-21
791,Nikolai Jenson (D),University of New Hampshire,35,4,5,9,0.26,12,7
792,Taylor Makar (LW/C),UMass,36,4,5,9,0.25,22,2
793,Ray Fust (LW/RW),University of Nebraska-Omaha,37,4,5,9,0.24,12,-6
794,Case McCarthy (D),Boston University,39,4,5,9,0.23,10,19
795,Nico Somerville (D),American International College,40,4,5,9,0.23,12,11
796,Tyler Schleppe (F),Ferris State University,25,3,6,9,0.36,11,-6
797,Jake Stella (LW),UMass-Lowell,29,3,6,9,0.31,12,-15
798,Noah Beck (D),Clarkson University,30,3,6,9,0.30,16,-17
799,Jack Robilotti (D),College of the Holy Cross,35,3,6,9,0.26,35,11
800,Josh Boyer (C),St. Lawrence University,37,3,6,9,0.24,23,-5
801,Aram Minnetian (D),Boston College,40,3,6,9,0.23,29,11
802,Tomi Leppänen (D),American International College,40,3,6,9,0.23,39,8
803,Ben Wozney (D),Bowling Green State University,22,2,7,9,0.41,16,-3
804,Brett Bliss (D),Brown University,30,2,7,9,0.30,27,-22
805,Owen Murray (D),UMass,31,2,7,9,0.29,4,-1
806,Maxim Strbak (D),Michigan State University,32,2,7,9,0.28,17,7
807,Liam Dennison (D),Merrimack College,35,2,7,9,0.26,10,-6
808,David Breazeale (D),University of Maine,37,2,7,9,0.24,10,9
809,Luke Bast (D),University of Minnesota-Duluth,37,2,7,9,0.24,39,2
810,Anthony Kehrer (D),University of Wisconsin,38,2,7,9,0.24,23,17
811,Luke Robinson (D),Air Force Academy,38,2,7,9,0.24,32,6
812,Gavin Gulash (F),Robert Morris University,38,2,7,9,0.24,35,-7
813,C.J. McGee (D),Quinnipiac University,39,2,7,9,0.23,33,15
814,Dimitri Mikrogiannakis (D),RIT (Rochester Inst. of Tech.),40,2,7,9,0.23,41,16
815,Jack Brackett (F),RPI (Rensselaer Polytech. Inst.),33,1,8,9,0.27,4,-2
816,Will Staring (D),Air Force Academy,33,1,8,9,0.27,20,-3
817,Eric Parker (D),Bowling Green State University,33,1,8,9,0.27,29,-10
818,Brenden Datema (D),Canisius College,35,1,8,9,0.26,30,-3
819,Cameron Kungle (D),Lake Superior State University,37,1,8,9,0.24,33,1
820,Tyson Dyck (C),University of Wisconsin,28,0,9,9,0.32,21,13
821,Ryan Nicholson (D),RIT (Rochester Inst. of Tech.),40,0,9,9,0.23,22,11
822,Tanner Latsch (C),Northern Michigan University,8,7,1,8,1.00,6,-6
823,Gregory Lapointe (F),St. Lawrence University,25,6,2,8,0.32,6,0
824,Luke Devlin (C),Cornell University,28,6,2,8,0.29,12,1
825,Sawyer Scholl (RW),University of Wisconsin,33,6,2,8,0.24,20,7
826,Dylan Moulton (D),Miami University (Ohio),34,6,2,8,0.24,35,-10
827,Barron Woodring (C),Army (U.S. Military Academy),31,5,3,8,0.26,16,-6
828,Anthony Galante (F),Stonehill College,33,5,3,8,0.24,10,-25
829,Jack Jensen (LW),Augustana University,15,4,4,8,0.53,23,-4
830,Nick Granowicz (C/RW),UMass-Lowell,25,4,4,8,0.32,10,-4
831,Hunter Bischoff (F),Augustana University,26,4,4,8,0.31,2,-5
832,Alexander Nordstrom (F),Michigan Tech,26,4,4,8,0.31,6,6
833,Brett Moravec (F),Minnesota State University (Mankato),27,4,4,8,0.30,10,6
834,Zakary Karpa (C/LW),Harvard University,31,4,4,8,0.26,6,-8
835,Nick Capone (RW),University of Connecticut,32,4,4,8,0.25,46,-9
836,Cole Hanson (F),University of Maine,34,4,4,8,0.24,4,-3
837,Liam Izyk (F),Sacred Heart University,34,4,4,8,0.24,33,-4
838,Tommy Middleton (F),Colorado College,36,4,4,8,0.22,8,-4
839,Brad McNeil (F),RPI (Rensselaer Polytech. Inst.),36,4,4,8,0.22,9,-2
840,Drew Fortescue (D),Boston College,40,4,4,8,0.20,36,13
841,Jackson Hallum (F),University of Michigan,9,3,5,8,0.89,0,6
842,Joseph Dunlap (RW/C),Ohio State University,13,3,5,8,0.62,25,2
843,Karter McNarland (F),University of Alaska-Anchorage,16,3,5,8,0.50,6,3
844,Alexander Lundman (RW/LW),Bemidji State University,20,3,5,8,0.40,4,-5
845,Ian Moore (D),Harvard University,21,3,5,8,0.38,10,-6
846,Grant Ahcan (LW/RW),St. Cloud State University,23,3,5,8,0.35,15,-1
847,Matt Sutton (F),Brown University,24,3,5,8,0.33,14,-9
848,Noah Prokop (C),University of St. Thomas,27,3,5,8,0.30,16,-3
849,Adam Conquest (RW),Lindenwood University,27,3,5,8,0.30,28,-8
850,Cody Schiavon (D),Canisius College,28,3,5,8,0.29,21,2
851,Lucas Vanroboys (C/RW),UMass,29,3,5,8,0.28,22,4
852,Devlin O'Brien (LW),Merrimack College,30,3,5,8,0.27,24,-6
853,Jake Dunlap (F),Ohio State University,33,3,5,8,0.24,40,-8
854,Spencer Smith (C),Mercyhurst University,34,3,5,8,0.24,0,4
855,Aaron Bohlinger (D),UMass,34,3,5,8,0.24,4,1
856,Charlie Stramel (C/RW),University of Wisconsin,34,3,5,8,0.24,20,-4
857,Aiden Gallacher (D),Northern Michigan University,34,3,5,8,0.24,25,-2
858,Jarod Crespo (D),Penn State University,35,3,5,8,0.23,24,-9
859,Tyler Rollwagen (F),University of Nebraska-Omaha,38,3,5,8,0.21,30,1
860,Luc Salem (D),St. Lawrence University,38,3,5,8,0.21,30,-8
861,Evan Stella (D),American International College,40,3,5,8,0.20,37,-3
862,Reagan Milburn (F),Lake Superior State University,22,2,6,8,0.36,10,0
863,Matt DeMelis (F),Northeastern University,23,2,6,8,0.35,0,-4
864,Rhys Chiddenton (LW),Bemidji State University,23,2,6,8,0.35,8,2
865,Adrien Bisson (D),Mercyhurst University,23,2,6,8,0.35,16,-8
866,Christian Sarlo (F),Penn State University,25,2,6,8,0.32,2,-8
867,Jonathan Ziskie (D),Niagara University,27,2,6,8,0.30,2,-1
868,Brady Berard (C),Providence College,27,2,6,8,0.30,16,7
869,Trevor Taulien (D),Ferris State University,27,2,6,8,0.30,20,-8
870,Mason Poolman (D),University of St. Thomas,28,2,6,8,0.29,16,-1
871,Noah Hackett (F),Niagara University,29,2,6,8,0.28,0,-6
872,Luke Levandowski (F),Lake Superior State University,29,2,6,8,0.28,4,5
873,Brian Adams (F),Air Force Academy,30,2,6,8,0.27,4,7
874,Crossley Stewart (D),RIT (Rochester Inst. of Tech.),30,2,6,8,0.27,23,7
875,David Gucciardi (D),Michigan State University,30,2,6,8,0.27,47,8
876,Shay Donovan (D),Augustana University,33,2,6,8,0.24,14,-7
877,Lucas Thorne (C),College of the Holy Cross,33,2,6,8,0.24,20,-2
878,Taige Harding (D),Providence College,34,2,6,8,0.24,12,-5
879,Nick Hale (D),Ferris State University,34,2,6,8,0.24,12,3
880,Reilly Moran (F),St. Lawrence University,34,2,6,8,0.24,19,1
881,Jack Quinn (F),Long Island University,34,2,6,8,0.24,31,4
882,Jake Beaune (D),Mercyhurst University,35,2,6,8,0.23,33,4
883,Artyom Borshyov (D),Lake Superior State University,36,2,6,8,0.22,12,-8
884,Lauri Sertti (D),RPI (Rensselaer Polytech. Inst.),36,2,6,8,0.22,16,-16
885,Lane Brockhoff (D),Niagara University,37,2,6,8,0.22,54,2
886,Ryan Chesley (D),University of Minnesota,39,2,6,8,0.21,19,2
887,Colby Ambrosio (C/RW),Boston College,40,2,6,8,0.20,10,-4
888,Mike Posma (C/LW),Boston College,41,2,6,8,0.20,23,10
889,Will Vote (RW),Boston College,20,1,7,8,0.40,4,2
890,Spencer Cox (D/C),Miami University (Ohio),30,1,7,8,0.27,16,-9
891,Daniel Hilsendager (D),Western Michigan University,33,1,7,8,0.24,19,5
892,Carson Kosobud (D),University of Alaska-Anchorage,33,1,7,8,0.24,33,1
893,Kyle Heath (F),Stonehill College,35,1,7,8,0.23,10,-25
894,Hank Kempf (D),Cornell University,35,1,7,8,0.23,12,14
895,Nathan Kelly (D),Union College,35,1,7,8,0.23,23,0
896,Jack Clement (D),Miami University (Ohio),36,1,7,8,0.22,10,-13
897,Tabor Heaslip (F),University of Connecticut,36,1,7,8,0.22,16,-5
898,Hampus Rydqvist (D),Miami University (Ohio),36,1,7,8,0.22,20,-22
899,Luca Fantilli (D),University of Michigan,38,1,7,8,0.21,8,12
900,Rihards Simanovics (D),Miami University (Ohio),29,0,8,8,0.28,10,-8
901,Bennett Zmolek (D),University of North Dakota,33,0,8,8,0.24,22,17
902,Keaton Pehrson (D),University of North Dakota,35,0,8,8,0.23,10,5
903,Cédric Fiedler (D),Western Michigan University,38,0,8,8,0.21,23,24
904,Charlie Leddy (D),Boston College,39,0,8,8,0.21,12,15
905,Brett Edwards (F),Northeastern University,31,5,2,7,0.23,18,-2
906,Marek Hejduk (F),Harvard University,32,5,2,7,0.22,29,-19
907,Jaxson Ezman (F),Princeton University,15,4,3,7,0.47,4,2
908,Grant Porter (F),Canisius College,16,4,3,7,0.44,4,-1
909,Donte Lawson (F),Bemidji State University,17,4,3,7,0.41,0,3
910,Justin Barker (RW),Stonehill College,24,4,3,7,0.29,10,-14
911,Casey McDonald (F),American International College,31,4,3,7,0.23,22,-8
912,Liam Walsh (LW),Northeastern University,36,4,3,7,0.19,28,-13
913,Jordan Tonelli (C/LW),Brown University,16,3,4,7,0.44,8,-9
914,Joseph Grainda (LW),Stonehill College,22,3,4,7,0.32,10,-17
915,Dominick Campione (D),Stonehill College,24,3,4,7,0.29,41,-25
916,Christian Felton (D),Merrimack College,26,3,4,7,0.27,4,-3
917,Tucker McRae (D),Dartmouth College,27,3,4,7,0.26,14,-10
918,Mitchell Allard (LW),Lindenwood University,27,3,4,7,0.26,39,-9
919,Cameron O'Neill (RW),UMass,28,3,4,7,0.25,23,0
920,Blais Richartz (F),Michigan Tech,31,3,4,7,0.23,8,5
921,Carter Slaggert (LW/RW),University of Notre Dame,32,3,4,7,0.22,24,-11
922,George Fegaras (D),Cornell University,33,3,4,7,0.21,12,9
923,Nathan Horn (F),Air Force Academy,33,3,4,7,0.21,12,-3
924,Nick Nardecchia (RW),Ferris State University,34,3,4,7,0.21,27,-15
925,Harrison Rees (D),University of Connecticut,36,3,4,7,0.19,10,-2
926,Samuel Brennan (D),Air Force Academy,36,3,4,7,0.19,16,3
927,Thomas Daskas (F),Miami University (Ohio),36,3,4,7,0.19,21,-9
928,Paul Maust (LW),Robert Morris University,36,3,4,7,0.19,41,-16
929,Ethan Szmagaj (D),Arizona State University,37,3,4,7,0.19,29,6
930,Ty Murchison (D),Arizona State University,37,3,4,7,0.19,62,7
931,Kent Anderson (D),University of Denver,41,3,4,7,0.17,12,11
932,Michael Bevilacqua (D),Bowling Green State University,20,2,5,7,0.35,2,0
933,Nick Trela (F),St. Lawrence University,28,2,5,7,0.25,10,-5
934,C.J. Regula (D),RPI (Rensselaer Polytech. Inst.),29,2,5,7,0.24,22,-3
935,Cameron Hebert (RW),Robert Morris University,33,2,5,7,0.21,20,-3
936,Jordan Di Cicco (D),Long Island University,34,2,5,7,0.21,4,-2
937,Jackson Nieuwendyk (F),Canisius College,34,2,5,7,0.21,16,0
938,Max Dorrington (RW/LW),St. Lawrence University,35,2,5,7,0.20,29,-8
939,Conor Ronayne (C),Stonehill College,35,2,5,7,0.20,32,-33
940,Ray Christy (F),Colorado College,36,2,5,7,0.19,15,1
941,Jack Agnew (D),RPI (Rensselaer Polytech. Inst.),37,2,5,7,0.19,16,-10
942,Nick Young (D),Union College,37,2,5,7,0.19,26,-2
943,Owen Michaels (F),Western Michigan University,38,2,5,7,0.18,10,6
944,Teddy Wooding (F),Yale University,21,1,6,7,0.33,8,-6
945,Ryan Nause (D),Bentley University,23,1,6,7,0.30,12,-1
946,Logan Jenuwine (F),American International College,23,1,6,7,0.30,12,-10
947,Zach Krajnik (C),Minnesota State University (Mankato),27,1,6,7,0.26,2,4
948,Cam McDonald (D),Providence College,29,1,6,7,0.24,8,5
949,Tommy Pasanen (D),Bowling Green State University,29,1,6,7,0.24,20,-12
950,Jordan Power (D),Minnesota State University (Mankato),31,1,6,7,0.23,26,1
951,Michael Mastrodomenico (D),University of Notre Dame,33,1,6,7,0.21,25,-4
952,Powell Connor (D),Canisius College,35,1,6,7,0.20,39,-4
953,Cale Ashcroft (D),University of Denver,37,1,6,7,0.19,4,-2
954,Cole Miller (D),University of St. Thomas,37,1,6,7,0.19,47,0
955,Philippe Lapointe (F),University of Michigan,39,1,6,7,0.18,28,-9
956,Philip Tresca (C),Harvard University,16,0,7,7,0.44,6,-9
957,Grant Docter (D),University of St. Thomas,22,0,7,7,0.32,8,-3
958,William Tripp (D),Stonehill College,25,0,7,7,0.28,21,-19
959,Simon Falk (RW),Augustana University,26,0,7,7,0.27,4,-3
960,Jacob Jeannette (RW),Union College,33,0,7,7,0.21,37,4
961,Nathan McBrayer (D),Ohio State University,34,0,7,7,0.21,8,1
962,Cal Mell (D),Union College,35,0,7,7,0.20,12,-4
963,Jack Judson (D),Clarkson University,35,0,7,7,0.20,57,3
964,Nick Strom (D),RPI (Rensselaer Polytech. Inst.),37,0,7,7,0.19,10,-6
965,Trevor Russell (D),Michigan Tech,38,0,7,7,0.18,30,6
966,Iisai Pesonen (C),Yale University,30,5,1,6,0.20,24,-11
967,Tyler Haskins (F),Minnesota State University (Mankato),18,4,2,6,0.33,2,0
968,Ethan Aucoin (F),St. Cloud State University,19,4,2,6,0.32,8,1
969,Cameron Buhl (F),St. Lawrence University,26,4,2,6,0.23,6,-7
970,Jack Rogers (F),St. Cloud State University,29,4,2,6,0.21,22,-4
971,Owen DuBois (F),Air Force Academy,30,4,2,6,0.20,6,-2
972,Chase McLane (C/RW),Penn State University,17,3,3,6,0.35,11,-11
973,James Goffredo (D),RPI (Rensselaer Polytech. Inst.),22,3,3,6,0.27,19,-2
974,Alex Weiermair (C),University of Denver,24,3,3,6,0.25,2,2
975,Jonathan Bendorf (LW),Bentley University,26,3,3,6,0.23,14,-6
976,Jacob Dirks (F),Ferris State University,27,3,3,6,0.22,2,-3
977,Samuel Deckhut (C),Ohio State University,29,3,3,6,0.21,2,-3
978,Preston Brodziak (F),Long Island University,29,3,3,6,0.21,10,1
979,Mitchell Becker (D),UMass-Lowell,30,3,3,6,0.20,12,-4
980,Griffin Ness (F),University of North Dakota,30,3,3,6,0.20,16,0
981,Joe Solimine (C),College of the Holy Cross,32,3,3,6,0.19,26,1
982,Cooper Wylie (D),St. Cloud State University,38,3,3,6,0.16,15,-2
983,Dario Beljo (C),American International College,16,2,4,6,0.38,12,2
984,Matt Kinash (F),University of Alaska-Anchorage,18,2,4,6,0.33,6,4
985,Jackson Munro (D),Brown University,18,2,4,6,0.33,10,-13
986,Trevor Griebel (D/F),Merrimack College,19,2,4,6,0.32,6,6
987,Blake Humphrey (C),Sacred Heart University,23,2,4,6,0.26,4,-4
988,Tristan Lemyre (C),University of Denver,24,2,4,6,0.25,0,3
989,Dominic Foglia (D),Colgate University,24,2,4,6,0.25,4,3
990,Matthew Rickard (D),American International College,25,2,4,6,0.24,8,-1
991,Jack Malinski (D),University of Vermont,26,2,4,6,0.23,16,3
992,Philip Törnqvist (D),University of Vermont,29,2,4,6,0.21,12,1
993,Dawson Bruneski (D),University of Alaska-Fairbanks,29,2,4,6,0.21,70,1
994,Alexander Servagno (F),Penn State University,30,2,4,6,0.20,2,-5
995,Christian Berger (D),Penn State University,30,2,4,6,0.20,6,-10
996,Steven Townley (F),Dartmouth College,32,2,4,6,0.19,10,-5
997,Zach Schulz (D),University of Wisconsin,34,2,4,6,0.18,6,3
998,Damien Carfagna (D),Ohio State University,34,2,4,6,0.18,10,-10
999,Connor Joyce (C),Boston College,35,2,4,6,0.17,6,-1
1000,John Spetz (D),University of Connecticut,36,2,4,6,0.17,18,-12
1001,Nick Ahern (LW),University of Vermont,14,1,5,6,0.43,10,1
1002,Brett Roloson (F),Lake Superior State University,15,1,5,6,0.40,6,1
1003,Matthew McGroarty (F),Quinnipiac University,22,1,5,6,0.27,10,7
1004,Hunter McDonald (D),Northeastern University,23,1,5,6,0.26,32,3
1005,Cooper Haar (LW),Canisius College,25,1,5,6,0.24,16,-5
1006,Jack Bar (D),Harvard University,27,1,5,6,0.22,12,-9
1007,Daimon Gardner (C),Clarkson University,29,1,5,6,0.21,8,-7
1008,Gabriel Lunn (D),Robert Morris University,29,1,5,6,0.21,18,-16
1009,Bayard Hall (D),Yale University,30,1,5,6,0.20,10,-12
1010,Patrik Satosaari (D),Bemidji State University,31,1,5,6,0.19,8,-1
1011,Levi Glasman (LW),Colgate University,33,1,5,6,0.18,6,0
1012,Jake Flynn (D),University of Connecticut,33,1,5,6,0.18,10,-5
1013,Nicholas Remissong (F),Air Force Academy,34,1,5,6,0.18,19,-3
1014,Kaelan Taylor (D),Clarkson University,34,1,5,6,0.18,28,2
1015,Aiden Celebrini (D),Boston University,36,1,5,6,0.17,20,7
1016,Caleb Moretz (RW/C),RIT (Rochester Inst. of Tech.),39,1,5,6,0.15,8,4
1017,Seth Bernard-Docker (D),Bentley University,16,0,6,6,0.38,4,-3
1018,Jarred White (C),University of Alaska-Anchorage,24,0,6,6,0.25,12,2
1019,Joe Prouty (D),Lindenwood University,28,0,6,6,0.21,75,-14
1020,Breck McKinley (D),Bowling Green State University,31,0,6,6,0.19,6,-12
1021,Lucas Ölvestad (D),University of Denver,32,0,6,6,0.19,14,8
1022,Darian Gotz (D),University of Minnesota-Duluth,37,0,6,6,0.16,37,-8
1023,Cade Webber (D),Boston University,38,0,6,6,0.16,30,15
1024,Cade Ahrenholz (RW),University of Alaska-Fairbanks,23,5,0,5,0.22,10,-4
1025,Tyler Coffey (F),Colorado College,24,5,0,5,0.21,10,-2
1026,Ethan Benz (F),Union College,15,4,1,5,0.33,10,1
1027,Johnny Wescoe (F),Niagara University,19,4,1,5,0.26,6,-3
1028,Danny Ciccarello (F),RPI (Rensselaer Polytech. Inst.),25,4,1,5,0.20,6,-7
1029,Nic Belpedio (D),Colgate University,9,3,2,5,0.56,2,4
1030,Lucas Coon (F),Air Force Academy,11,3,2,5,0.45,2,2
1031,Timofei Khokhlachev (LW),American International College,12,3,2,5,0.42,14,4
1032,Liam Engström (F),Bemidji State University,17,3,2,5,0.29,4,-2
1033,Jake LaRusso (F),Stonehill College,19,3,2,5,0.26,10,-26
1034,Jack Collins (F),UMass-Lowell,20,3,2,5,0.25,4,-3
1035,Austin McCarthy (F),Ferris State University,20,3,2,5,0.25,4,-5
1036,Ryan Rosborough (F),St. Cloud State University,20,3,2,5,0.25,19,-10
1037,Joshua Barnes (C),American International College,22,3,2,5,0.23,2,-7
1038,Luke Weilandt (F),Merrimack College,23,3,2,5,0.22,6,-2
1039,Jan Olenginski (D),St. Lawrence University,23,3,2,5,0.22,8,-3
1040,Félix Trudeau (LW),University of Maine,24,3,2,5,0.21,6,1
1041,Ryan Shostak (F),Brown University,30,3,2,5,0.17,4,-9
1042,Max Pineo (RW),Stonehill College,31,3,2,5,0.16,10,-34
1043,Carter Loney (C),University of Minnesota-Duluth,33,3,2,5,0.15,31,-8
1044,Caiden Gault (F),Ferris State University,20,2,3,5,0.25,4,-5
1045,Ryan Mahshie (F),University of Connecticut,21,2,3,5,0.24,4,-3
1046,Killian Kiecker-Olson (C),Canisius College,21,2,3,5,0.24,15,-6
1047,Patrick Schmiedlin (C),Lindenwood University,24,2,3,5,0.21,4,-11
1048,Colton Cameron (D),Bentley University,24,2,3,5,0.21,10,2
1049,Grayson Arnott (D),University of Maine,25,2,3,5,0.20,6,3
1050,Cole Mickel (D),Niagara University,28,2,3,5,0.18,4,-5
1051,Callum Gau (F),Augustana University,28,2,3,5,0.18,20,-6
1052,Anthony Stark (D),Augustana University,30,2,3,5,0.17,4,-2
1053,Tony Andreozzi (D),Brown University,30,2,3,5,0.17,6,-1
1054,Mike Kennedy (D),Princeton University,30,2,3,5,0.17,47,-16
1055,Ethan Lund (D),Niagara University,33,2,3,5,0.15,8,-6
1056,Mark Gallant (F),Merrimack College,33,2,3,5,0.15,23,-1
1057,Will Hillman (F),Minnesota State University (Mankato),36,2,3,5,0.14,12,0
1058,Ethan Straky (D),Colorado College,37,2,3,5,0.14,16,11
1059,William Lawson-Body (F),University of Alaska-Fairbanks,10,1,4,5,0.50,15,4
1060,Sebastian Tamburro (LW),Colgate University,13,1,4,5,0.38,4,4
1061,Conner Hutchison (D),Sacred Heart University,14,1,4,5,0.36,2,-4
1062,Jack Babbage (D),University of New Hampshire,15,1,4,5,0.33,0,5
1063,Henry Bartle (F),Michigan Tech,16,1,4,5,0.31,19,5
1064,Reid Pabich (C),University of Maine,21,1,4,5,0.24,4,0
1065,Braden Fischer (LW),University of Minnesota-Duluth,22,1,4,5,0.23,2,2
1066,D.J. Hart (D),Union College,22,1,4,5,0.23,25,-6
1067,Riley Hughes (RW),Ohio State University,23,1,4,5,0.22,19,-3
1068,Tyler Catalano (C/RW),Cornell University,24,1,4,5,0.21,14,-1
1069,Nick Williams (D),Michigan Tech,25,1,4,5,0.20,8,8
1070,Hunter McCoy (F),Army (U.S. Military Academy),25,1,4,5,0.20,8,2
1071,Isack Bandu (D),Northern Michigan University,26,1,4,5,0.19,45,0
1072,Tyler Spott (D),Sacred Heart University,27,1,4,5,0.19,16,-4
1073,Nate Morgan (F),Dartmouth College,28,1,4,5,0.18,6,-1
1074,Tony Follmer (D),Bemidji State University,28,1,4,5,0.18,19,5
1075,Jack Anderson (D),Lindenwood University,28,1,4,5,0.18,40,-14
1076,Connor Pelc (RW),Mercyhurst University,29,1,4,5,0.17,14,-5
1077,Reilly Connors (C/RW),Yale University,30,1,4,5,0.17,18,-5
1078,William Smith (D),Ohio State University,32,1,4,5,0.16,22,2
1079,Tucker Hodgson (D),Bentley University,35,1,4,5,0.14,22,3
1080,Cam Gaudette (D),Stonehill College,35,1,4,5,0.14,36,-32
1081,Grant Hindman (D),Lake Superior State University,36,1,4,5,0.14,8,-5
1082,Mason Wheeler (D),Minnesota State University (Mankato),37,1,4,5,0.14,18,5
1083,Mike Vorlicky (D),University of Wisconsin,37,1,4,5,0.14,27,17
1084,Mason Klee (D),Ohio State University,38,1,4,5,0.13,25,-5
1085,Gavin McCarthy (D),Boston University,38,1,4,5,0.13,41,12
1086,Joshua Wildauer (C),Lake Superior State University,15,0,5,5,0.33,4,-3
1087,James Marooney (D),University of St. Thomas,15,0,5,5,0.33,6,5
1088,Jaiden Moriello (RW),UMass-Lowell,16,0,5,5,0.31,6,-1
1089,Tynan Ewart (D),St. Cloud State University,19,0,5,5,0.26,2,7
1090,Eli Barnett (D),University of Vermont,24,0,5,5,0.21,16,6
1091,Jimmy Doyle (RW),Bentley University,25,0,5,5,0.20,16,-5
1092,Brayden Krieger (F),Bowling Green State University,26,0,5,5,0.19,0,-7
1093,Nolan Cunningham (D),Air Force Academy,26,0,5,5,0.19,2,-2
1094,Dylan Herzog (D),Yale University,28,0,5,5,0.18,6,4
1095,Brendan Fitzgerald (D),University of New Hampshire,28,0,5,5,0.18,44,-4
1096,Oskari Vuorio (C),Dartmouth College,29,0,5,5,0.17,4,-5
1097,Connor Sullivan (D),Yale University,30,0,5,5,0.17,29,-12
1098,Mason Langenbrunner (D),Harvard University,32,0,5,5,0.16,8,-4
1099,Michael Suda (D),Cornell University,32,0,5,5,0.16,10,13
