ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
731,Cooper Moore (D),University of North Dakota,38,2,7,9,0.24,49,2
732,Cory Babichuk (D),University of Vermont,22,1,8,9,0.41,25,-10
733,Andrew Garby (D),Army (U.S. Military Academy),23,1,8,9,0.39,10,-4
734,Justin Ertel (LW/RW),Cornell University,23,1,8,9,0.39,10,5
735,Jordan Di Cicco (D),Long Island University,29,1,8,9,0.31,12,-4
736,James Marooney (D),Ohio State University,31,1,8,9,0.29,33,14
737,Liam Malmquist (F),University of Wisconsin,35,1,8,9,0.26,4,-11
738,Antti Tuomisto (D),University of Denver,35,1,8,9,0.26,21,20
739,Ty Farmer (D),UMass,36,1,8,9,0.25,24,14
740,Tommy Miller (D),Northeastern University,39,1,8,9,0.23,12,5
741,Jack Judson (D),Arizona State University,31,0,9,9,0.29,18,5
742,Eamon Powell (D),Boston College,38,0,9,9,0.24,4,4
743,Grayson Constable (F),College of the Holy Cross,32,7,1,8,0.25,23,-10
744,Carter Randklev (F),Niagara University,22,6,2,8,0.36,2,3
745,Mac Welsher (C),Merrimack College,32,6,2,8,0.25,10,1
746,Timo Bakos (F),Lake Superior State University,35,6,2,8,0.23,0,0
747,Jere Väisänen (F),Bemidji State University,37,6,2,8,0.22,8,-7
748,Joey Molenaar (F),St. Cloud State University,33,5,3,8,0.24,19,-6
749,Reilly Moran (F),St. Lawrence University,33,5,3,8,0.24,38,-10
750,Jake Transit (F),Ferris State University,16,4,4,8,0.50,22,-8
751,J.D. Pogue (LW),Canisius College,17,4,4,8,0.47,12,4
752,Max Balinson (D),Long Island University,17,4,4,8,0.47,19,-2
753,Brian Carrabes (F),Boston University,24,4,4,8,0.33,4,4
754,Isaiah Fox (F),Long Island University,28,4,4,8,0.29,58,-8
755,Graham Lillibridge (D),Yale University,30,4,4,8,0.27,4,-15
756,Cameron Buhl (F),St. Lawrence University,32,4,4,8,0.25,12,-4
757,Ryan O'Hara (LW),Bowling Green State University,33,4,4,8,0.24,12,-3
758,Alex Adams (F),Bemidji State University,36,4,4,8,0.22,6,1
759,Michael Higgins (D),College of the Holy Cross,36,4,4,8,0.22,23,-5
760,Michael Gildon (C/LW),Ohio State University,16,3,5,8,0.50,6,3
761,Owen Farris (C),Union College,22,3,5,8,0.36,12,-2
762,Henry Wagner (LW),Yale University,24,3,5,8,0.33,8,-4
763,Blake Wells (F),UMass-Lowell,29,3,5,8,0.28,20,11
764,Simon Gravel (C/RW),Canisius College,31,3,5,8,0.26,4,-5
765,Caden Villegas (F),Union College,32,3,5,8,0.25,10,11
766,Josh Boyer (C),St. Lawrence University,32,3,5,8,0.25,16,-1
767,Jack Cameron (D),Dartmouth College,32,3,5,8,0.25,31,-1
768,Brandon Stanley (F),Niagara University,33,3,5,8,0.24,32,-12
769,Dante Palecco (LW),Sacred Heart University,34,3,5,8,0.24,2,1
770,Luke Reid (D),University of New Hampshire,34,3,5,8,0.24,18,-16
771,Isak Walther (RW),University of Vermont,35,3,5,8,0.23,6,-14
772,Jason Pineo (C),Niagara University,35,3,5,8,0.23,14,-10
773,Austin Schwartz (F),Air Force Academy,36,3,5,8,0.22,10,1
774,Monte Graham (F),Miami University (Ohio),36,3,5,8,0.22,30,-13
775,Gianfranco Cassaro (D),RIT (Rochester Inst. of Tech.),38,3,5,8,0.21,29,-9
776,Kyle Looft (D),Bemidji State University,39,3,5,8,0.21,46,-4
777,Marcus Chorney (D),Quinnipiac University,42,3,5,8,0.19,12,15
778,Phil Knies (LW/C),Bentley University,10,2,6,8,0.80,2,-2
779,Jordan Seyfert (C),Merrimack College,20,2,6,8,0.40,2,1
780,Cooper Haar (LW),Canisius College,21,2,6,8,0.38,6,-2
781,Dylan Herzog (D),Yale University,23,2,6,8,0.35,4,3
782,Kimball Johnson (D),University of St. Thomas,23,2,6,8,0.35,12,-17
783,Marty Westhaver (F),Long Island University,24,2,6,8,0.33,6,-5
784,Jonny Tychonick (D),University of Nebraska-Omaha,24,2,6,8,0.33,19,-6
785,Harrison Blaisdell (C),University of New Hampshire,25,2,6,8,0.32,6,-7
786,Brett Callahan (D),American International College,25,2,6,8,0.32,10,9
787,Parker Revering (D),American International College,25,2,6,8,0.32,25,0
788,Zach Krajnik (C),Minnesota State University (Mankato),26,2,6,8,0.31,14,4
789,Chad Hillebrand (LW/C),Western Michigan University,27,2,6,8,0.30,10,3
790,Ashton Fry (F),St. Lawrence University,27,2,6,8,0.30,18,1
791,Xander Lamppa (F),Penn State University,29,2,6,8,0.28,2,-9
792,Paul McAvoy (F),Colgate University,29,2,6,8,0.28,12,-5
793,Joe Cipollone (C),University of New Hampshire,30,2,6,8,0.27,0,3
794,Brehdan Engum (D),UMass-Lowell,32,2,6,8,0.25,39,13
795,Austin Wong (RW/C),Harvard University,32,2,6,8,0.25,46,6
796,Dakota Raabe (LW),Sacred Heart University,34,2,6,8,0.24,2,-8
797,Joshua Wildauer (C),Lake Superior State University,34,2,6,8,0.24,12,2
798,Jonny Hill (D),Niagara University,36,2,6,8,0.22,33,-8
799,Jagger Joshua (LW/RW),Michigan State University,36,2,6,8,0.22,68,-12
800,Christian Krygier (D),Michigan State University,36,2,6,8,0.22,79,-12
801,Paul DeNaples (D),Penn State University,38,2,6,8,0.21,29,12
802,Devon Daniels (D),Mercyhurst University,38,2,6,8,0.21,29,-1
803,Bradley Johnson (D),Bemidji State University,39,2,6,8,0.21,53,-2
804,Lauri Sertti (D),RPI (Rensselaer Polytech. Inst.),40,2,6,8,0.20,59,-7
805,Jacob Pivonka (C),University of Notre Dame,25,1,7,8,0.32,4,2
806,Sam Hesler (F),Dartmouth College,26,1,7,8,0.31,14,-7
807,Luke Edgerton (F),Niagara University,28,1,7,8,0.29,6,-7
808,Nick Nardella (RW),Michigan Tech,29,1,7,8,0.28,6,-3
809,Alex Vlasic (D),Boston University,32,1,7,8,0.25,31,3
810,Alex Gagne (D),University of New Hampshire,33,1,7,8,0.24,16,-3
811,Tyrell Buckley (D),Michigan Tech,33,1,7,8,0.24,22,8
812,Eric MacAdams (RW),University of New Hampshire,33,1,7,8,0.24,42,1
813,Arvils Bergmanis (D),University of Alaska-Fairbanks,34,1,7,8,0.24,26,10
814,Jordan Muzzillo (D),University of Alaska-Fairbanks,34,1,7,8,0.24,44,10
815,Carter Berger (D),University of Connecticut,35,1,7,8,0.23,16,8
816,Jack Clement (D),Miami University (Ohio),36,1,7,8,0.22,18,-18
817,Aidan Hreschuk (D),Boston College,37,1,7,8,0.22,23,9
818,Ben Brinkman (D),University of Minnesota,37,1,7,8,0.22,23,7
819,Hank Kempf (D),Cornell University,32,0,8,8,0.25,6,8
820,Uula Ruikka (D),Providence College,32,0,8,8,0.25,12,7
821,Cédric Fiedler (D),Western Michigan University,39,0,8,8,0.21,26,0
822,Chase Pletzke (C),Miami University (Ohio),31,7,0,7,0.23,16,-16
823,Matthew Fawcett (LW),University of Maine,20,5,2,7,0.35,8,-8
824,Max Johnson (C),University of Wisconsin,31,5,2,7,0.23,2,-15
825,Sam Stevens (C/LW),Boston University,31,5,2,7,0.23,14,0
826,Nick Campoli (C),Clarkson University,34,5,2,7,0.21,10,2
827,Brian Adams (F),Air Force Academy,36,5,2,7,0.19,10,-6
828,Nick Nardecchia (RW),Ferris State University,25,4,3,7,0.28,20,-2
829,Jakob Lee (C),RPI (Rensselaer Polytech. Inst.),27,4,3,7,0.26,25,-1
830,Adrien Bisson (D),University of Maine,30,4,3,7,0.23,14,-8
831,Ty Naaykens (F),St. Lawrence University,32,4,3,7,0.22,10,-3
832,Christian Gorscak (F),Niagara University,35,4,3,7,0.20,19,-14
833,Ty Murchison (D),Arizona State University,35,4,3,7,0.20,76,5
834,Zach Urdahl (LW/RW),University of Wisconsin,36,4,3,7,0.19,4,-16
835,Brenden Rons (D),Ferris State University,36,4,3,7,0.19,16,-11
836,Nicholas Cafarelli (F),University of New Hampshire,15,3,4,7,0.47,6,1
837,Filip Karlsson Tägtström (C),Merrimack College,18,3,4,7,0.39,2,9
838,Cooper Connell (F),Bentley University,22,3,4,7,0.32,2,-2
839,Tyler Ghirardosi (F),College of the Holy Cross,23,3,4,7,0.30,34,-16
840,Austen Long (RW/C),American International College,24,3,4,7,0.29,12,6
841,Benjamin Tupker (LW),Cornell University,26,3,4,7,0.27,6,4
842,Tommy Pasanen (D),Clarkson University,28,3,4,7,0.25,12,16
843,Carter Long (D),University of Vermont,29,3,4,7,0.24,8,-11
844,Benji Eckerle (F),Arizona State University,29,3,4,7,0.24,10,-2
845,Markuss Komuls (D),University of Alaska-Fairbanks,31,3,4,7,0.23,4,-1
846,Nathan Plessis (F),Brown University,31,3,4,7,0.23,16,-3
847,Zach Faremouth (F),Ferris State University,32,3,4,7,0.22,48,0
848,Mason Salquist (F),St. Cloud State University,34,3,4,7,0.21,4,0
849,Jarrod Gourley (D),University of Connecticut,35,3,4,7,0.20,14,5
850,Roman Kinal (D),University of Connecticut,36,3,4,7,0.19,24,10
851,Adam Pilewicz (D),Penn State University,38,3,4,7,0.18,8,-6
852,Cam McDonald (D),Providence College,38,3,4,7,0.18,20,1
853,David Ma (D),Princeton University,18,2,5,7,0.39,14,0
854,Matthew Allen (C),Union College,25,2,5,7,0.28,6,0
855,Adam Tisdale (C),Sacred Heart University,27,2,5,7,0.26,4,2
856,Bennett Zmolek (D),Minnesota State University (Mankato),28,2,5,7,0.25,8,12
857,Davis Pennington (D),University of Nebraska-Omaha,30,2,5,7,0.23,20,5
858,Tim Makowski (D),St. Lawrence University,31,2,5,7,0.23,37,4
859,Ethan Gauer (D),University of St. Thomas,32,2,5,7,0.22,26,-10
860,Jacob Marti (F),Air Force Academy,33,2,5,7,0.21,58,-11
861,Chase Brand (C),St. Cloud State University,35,2,5,7,0.20,4,-5
862,Michael Underwood (D),Clarkson University,35,2,5,7,0.20,26,6
863,Jesper Peltonen (D),University of Wisconsin,36,2,5,7,0.19,6,-17
864,Nick Portz (F),University of North Dakota,39,2,5,7,0.18,18,-4
865,Kyle Hallbauer (D),RPI (Rensselaer Polytech. Inst.),39,2,5,7,0.18,25,-8
866,Matt Anderson (D),University of Minnesota-Duluth,42,2,5,7,0.17,31,-2
867,Michael Zuffante (F),Bentley University,18,1,6,7,0.39,6,-6
868,Ryan Verrier (D),University of New Hampshire,24,1,6,7,0.29,28,-3
869,Caleb Hite (F),University of Alaska-Fairbanks,29,1,6,7,0.24,6,-3
870,Drew Cooper (D),Ferris State University,29,1,6,7,0.24,10,-4
871,Zach Tupker (C),Cornell University,32,1,6,7,0.22,8,-1
872,Jordan Wishman (D),Niagara University,32,1,6,7,0.22,16,-2
873,Bennett Norlin (F),Air Force Academy,36,1,6,7,0.19,4,-7
874,Jack Zielinski (D),Niagara University,36,1,6,7,0.19,31,-1
875,Sam Knoblauch (RW),UMass-Lowell,19,0,7,7,0.37,2,6
876,Andrew Quetell (D),Army (U.S. Military Academy),31,0,7,7,0.23,14,4
877,Simon Mack (D),Penn State University,37,0,7,7,0.19,14,1
878,Logan Ganie (LW),Michigan Tech,22,5,1,6,0.27,6,0
879,Mack Byers (LW),Northern Michigan University,26,5,1,6,0.23,17,2
880,Steven Townley (F),Dartmouth College,24,4,2,6,0.25,4,-7
881,Liam Izyk (F),Boston College,24,4,2,6,0.25,10,-4
882,Jacob Dirks (F),Ferris State University,25,4,2,6,0.24,6,-1
883,Matthew Kellenberger (D),Princeton University,25,4,2,6,0.24,16,-8
884,Kyler Head (F),Mercyhurst University,18,3,3,6,0.33,11,-2
885,Connor Mylymok (RW/LW),University of Alaska-Fairbanks,18,3,3,6,0.33,32,5
886,Simon Falk (RW),University of Alaska-Fairbanks,22,3,3,6,0.27,6,1
887,Michael Sacco (F),Army (U.S. Military Academy),23,3,3,6,0.26,8,-3
888,Preston Brodziak (F),Long Island University,23,3,3,6,0.26,19,0
889,Eriks Zohovs (C),University of Alaska-Fairbanks,24,3,3,6,0.25,17,-2
890,Christian Sanda (F),Union College,24,3,3,6,0.25,25,-4
891,Payton Matsui (F),University of Alaska-Fairbanks,26,3,3,6,0.23,6,-3
892,Porter Schachle (F),University of Vermont,27,3,3,6,0.22,14,-2
893,Ryan Sorkin (F),Dartmouth College,28,3,3,6,0.21,6,-2
894,Marek Korencik (D),UMass-Lowell,28,3,3,6,0.21,14,5
895,Liam Gorman (C),Princeton University,28,3,3,6,0.21,16,-12
896,Blake Bride (RW),Air Force Academy,31,3,3,6,0.19,11,-1
897,Jackson Kunz (LW),University of North Dakota,31,3,3,6,0.19,31,0
898,Joel Määttä (C),University of Vermont,32,3,3,6,0.19,16,-4
899,Rory Herrman (F),RPI (Rensselaer Polytech. Inst.),33,3,3,6,0.18,6,-2
900,Ville Immonen (C),Union College,37,3,3,6,0.16,12,-12
901,Elijah Gonsalves (RW/C),RIT (Rochester Inst. of Tech.),15,2,4,6,0.40,8,-5
902,Sam Skinner (D),Ferris State University,18,2,4,6,0.33,6,0
903,Dominic Vidoli (D),Ohio State University,19,2,4,6,0.32,6,6
904,Jack Cronin (RW),Princeton University,23,2,4,6,0.26,12,-8
905,Brian Hurley (D),Clarkson University,24,2,4,6,0.25,4,6
906,Coby Mack (D),Army (U.S. Military Academy),25,2,4,6,0.24,23,-4
907,Luke Bast (D),University of North Dakota,26,2,4,6,0.23,4,-3
908,Parker Saretsky (F),Michigan Tech,29,2,4,6,0.21,8,1
909,Carson Albrecht (RW),University of North Dakota,29,2,4,6,0.21,8,3
910,Kieran O'Hearn (D),Yale University,29,2,4,6,0.21,33,5
911,Luke Keenan (C),Princeton University,31,2,4,6,0.19,12,-20
912,Spencer Schneider (F),Bowling Green State University,32,2,4,6,0.19,0,-6
913,Eric Faith (LW),UMass,32,2,4,6,0.19,6,0
914,Raimonds Vitolins (C),University of Vermont,32,2,4,6,0.19,23,-9
915,Caden Brown (C),University of Wisconsin,33,2,4,6,0.18,2,-14
916,Julian Kislin (D),Northeastern University,34,2,4,6,0.18,14,-3
917,Dustyn McFaul (D),Clarkson University,34,2,4,6,0.18,24,-1
918,Luke Loheit (RW),University of Minnesota-Duluth,34,2,4,6,0.18,34,-2
919,Ryan Wheeler (D/F),University of Connecticut,36,2,4,6,0.17,6,4
920,Griffin Ness (F),University of North Dakota,36,2,4,6,0.17,23,2
921,Mike Faulkner (D),Niagara University,11,1,5,6,0.55,2,0
922,Mick Messner (LW),Merrimack College,21,1,5,6,0.29,4,4
923,Jamie Rome (F),Western Michigan University,22,1,5,6,0.27,8,9
924,Chase Foley (D),Colorado College,23,1,5,6,0.26,18,-3
925,Luke Farthing (D),Ferris State University,24,1,5,6,0.25,6,0
926,Matthew Thom (D),Princeton University,26,1,5,6,0.23,10,-5
927,Jamie Armstrong (LW/RW),Boston University,26,1,5,6,0.23,12,6
928,Nick Unruh (F),Dartmouth College,27,1,5,6,0.22,4,-12
929,Will MacKinnon (D),University of New Hampshire,27,1,5,6,0.22,12,-1
930,Nicolas Petruolo (D),Union College,27,1,5,6,0.22,26,1
931,Nolan Krenzen (D),University of Nebraska-Omaha,30,1,5,6,0.20,8,8
932,Cody Haiskanen (D),Cornell University,30,1,5,6,0.20,14,4
933,Nikolai Jenson (D),University of New Hampshire,30,1,5,6,0.20,18,3
934,Noah Wilson (D),Army (U.S. Military Academy),30,1,5,6,0.20,30,-3
935,Brayden Krieger (F),Bowling Green State University,31,1,5,6,0.19,4,-13
936,Sebastian Dirven (D),Cornell University,31,1,5,6,0.19,33,5
937,Connor Mayer (D),Colorado College,32,1,5,6,0.19,24,-1
938,Jack Millar (D),Colorado College,36,1,5,6,0.17,8,-4
939,Nicolas Müller (C/RW),Michigan State University,36,1,5,6,0.17,18,-12
940,Brendan Bushy (D),St. Cloud State University,36,1,5,6,0.17,21,4
941,Joshua Ess (D),University of Wisconsin,37,1,5,6,0.16,4,-25
942,Caleb Moretz (RW/C),RIT (Rochester Inst. of Tech.),38,1,5,6,0.16,16,-14
943,Daniel Hilsendager (D),Western Michigan University,39,1,5,6,0.15,10,8
944,Hunter Lellig (D),University of Minnesota-Duluth,41,1,5,6,0.15,6,7
945,Carl Fish (D),University of Minnesota,21,0,6,6,0.29,4,6
946,Jack Quinlivan (F),University of Maine,30,0,6,6,0.20,16,-9
947,Jack Bar (D),Harvard University,33,0,6,6,0.18,32,-1
948,Ethan Roswell (D),Bentley University,34,0,6,6,0.18,4,0
949,Evan Stella (D),American International College,36,0,6,6,0.17,20,10
950,Dylan Lugris (F),Penn State University,17,4,1,5,0.29,4,0
951,Rylan Van Unen (F),Northern Michigan University,18,4,1,5,0.28,31,3
952,Nik Armstrong-Kingcade (F),UMass-Lowell,27,4,1,5,0.19,8,2
953,Bobby Young (C),College of the Holy Cross,31,4,1,5,0.16,12,0
954,Chase Stevenson (F),University of New Hampshire,33,4,1,5,0.15,16,-4
955,Eric Linell (C/RW),Bentley University,34,4,1,5,0.15,8,-10
956,Connor Caponi (F),University of Denver,36,4,1,5,0.14,37,7
957,Eric Huss (F),Army (U.S. Military Academy),14,3,2,5,0.36,4,4
958,Hunter Johannes (LW),American International College,14,3,2,5,0.36,4,1
959,Evan Dougherty (RW),Bowling Green State University,15,3,2,5,0.33,17,-4
960,Kendrick Frost (LW),Army (U.S. Military Academy),21,3,2,5,0.24,8,-2
961,Andrew Seaman (F),Union College,23,3,2,5,0.22,4,-1
962,Thomas Manty (F),Brown University,25,3,2,5,0.20,4,-6
963,Colin Doyle (C),University of Alaska-Fairbanks,25,3,2,5,0.20,33,3
964,Jordan Tonelli (C/LW),Brown University,26,3,2,5,0.19,14,-13
965,Oliver MacDonald (F),UMass,27,3,2,5,0.19,6,3
966,Jaedon Leslie (F),Ohio State University,28,3,2,5,0.18,8,9
967,Tanner Kelly (F),Michigan State University,34,3,2,5,0.15,8,-12
968,Oscar Geschwind (F),Northern Michigan University,15,2,3,5,0.33,2,4
969,Ben Almquist (F),University of Minnesota-Duluth,18,2,3,5,0.28,4,4
970,Christopher Konin (F),Army (U.S. Military Academy),19,2,3,5,0.26,6,1
971,Cole Quisenberry (F),Brown University,19,2,3,5,0.26,6,-10
972,Zack Nazzarett (LW),Long Island University,22,2,3,5,0.23,12,-3
973,Cole Craft (RW),Lake Superior State University,23,2,3,5,0.22,27,-4
974,Jordan Sandhu (C),Arizona State University,26,2,3,5,0.19,2,2
975,Jack Brackett (F),RPI (Rensselaer Polytech. Inst.),26,2,3,5,0.19,6,1
976,Mackenzie Merriman (F),Princeton University,26,2,3,5,0.19,6,-12
977,Gustav Müller (C/LW),Long Island University,26,2,3,5,0.19,8,-4
978,Antonio Venuto (RW),Ferris State University,28,2,3,5,0.18,14,-10
979,Matt Argentina (C),Boston College,29,2,3,5,0.17,44,-8
980,Nate Schweitzer (D),Colorado College,31,2,3,5,0.16,14,-11
981,Joey Abate (LW/RW),University of Nebraska-Omaha,32,2,3,5,0.16,54,4
982,Tucker McIntosh (D),St. Lawrence University,35,2,3,5,0.14,25,-5
983,Tommy Middleton (F),Colorado College,35,2,3,5,0.14,32,-3
984,Mason Klee (D),RPI (Rensselaer Polytech. Inst.),36,2,3,5,0.14,14,-12
985,Patrick Dawson (D),Sacred Heart University,37,2,3,5,0.14,35,-5
986,Tim Washe (C/LW),Western Michigan University,39,2,3,5,0.13,16,-2
987,Derek Osik (C),Long Island University,14,1,4,5,0.36,4,4
988,Eric Otto (F),American International College,19,1,4,5,0.26,10,-1
989,Aaron Myers (F),Bemidji State University,21,1,4,5,0.24,2,1
990,Ty Amonte (RW),Boston University,22,1,4,5,0.23,18,1
991,Brenden MacLaren (F),Ferris State University,23,1,4,5,0.22,27,-5
992,Alec Capstick (D),Miami University (Ohio),23,1,4,5,0.22,29,-5
993,Nico Somerville (D),American International College,24,1,4,5,0.21,12,7
994,Patrick Smyth (F),Army (U.S. Military Academy),25,1,4,5,0.20,6,1
995,Ethan Szmagaj (D),Arizona State University,25,1,4,5,0.20,32,-8
996,Kenny Johnson (D),Penn State University,31,1,4,5,0.16,46,3
997,Tanner Main (D),Bentley University,32,1,4,5,0.16,14,1
998,Olivier Gauthier (LW),Niagara University,33,1,4,5,0.15,10,-11
999,Jacob Bauer (D),Western Michigan University,33,1,4,5,0.15,10,7
1000,Garrett Klee (F),Northern Michigan University,33,1,4,5,0.15,16,-9
1001,Jake Beaune (D),Mercyhurst University,35,1,4,5,0.14,16,-1
1002,Dimitri Mikrogiannakis (D),RIT (Rochester Inst. of Tech.),36,1,4,5,0.14,33,5
1003,Max Coyle (D),Bowling Green State University,36,1,4,5,0.14,43,-15
1004,Jack Agnew (D),RPI (Rensselaer Polytech. Inst.),41,1,4,5,0.12,8,4
1005,Steve Holtz (D),University of Michigan,11,0,5,5,0.45,33,8
1006,Carter Ekberg (D),Long Island University,27,0,5,5,0.19,14,-3
1007,Ben Schultheis (D),Ferris State University,28,0,5,5,0.18,20,-10
1008,Joseph Campolieto (D),Boston University,29,0,5,5,0.17,6,3
1009,Brendan Walkom (C/LW),Bentley University,31,0,5,5,0.16,6,-8
1010,Luke Albert (D),Brown University,31,0,5,5,0.16,29,-5
1011,Lincoln Erne (D),Canisius College,32,0,5,5,0.16,48,7
1012,William Magnuson (D),Bemidji State University,34,0,5,5,0.15,4,3
1013,Arvid Henrikson (D),Lake Superior State University,35,0,5,5,0.14,56,-8
1014,Davis Bunz (D),Providence College,38,0,5,5,0.13,20,-1
1015,Victor Mancini (D),University of Nebraska-Omaha,38,0,5,5,0.13,26,-5
1016,Iivari Räsänen (D),Quinnipiac University,40,0,5,5,0.13,16,16
1017,Christopher Klack (C/W),Clarkson University,31,4,0,4,0.13,16,4
1018,Jonny Sorenson (F),University of Minnesota,37,4,0,4,0.11,4,1
1019,Philippe Lapointe (F),University of Michigan,11,3,1,4,0.36,4,2
1020,Ben Mirageas (D),Providence College,16,3,1,4,0.25,21,1
1021,Jakob Breault (C),University of Alaska-Fairbanks,18,3,1,4,0.22,42,-9
1022,Hugh Larkin (RW),Western Michigan University,19,3,1,4,0.21,6,1
1023,Kyler Kovich (LW),Cornell University,19,3,1,4,0.21,8,6
1024,Michael Citara (RW),Providence College,28,3,1,4,0.14,6,-3
1025,Samuel Solenský (C/RW),Bemidji State University,29,3,1,4,0.14,6,-4
1026,Tanner Vescio (D),Northern Michigan University,35,3,1,4,0.11,26,-10
1027,Anton Malmström (D),Bowling Green State University,36,3,1,4,0.11,23,-8
1028,Nolan Sullivan (F),University of Nebraska-Omaha,37,3,1,4,0.11,34,-6
1029,Randy Hernández (RW),Canisius College,10,2,2,4,0.40,2,-4
1030,Matt Quercia (C/LW),Michigan Tech,14,2,2,4,0.29,8,3
1031,Jakub Lewandowski (F),Bemidji State University,18,2,2,4,0.22,6,2
1032,Ben Raymond (C/LW),Colgate University,20,2,2,4,0.20,2,0
1033,Liam Connors (F),College of the Holy Cross,22,2,2,4,0.18,6,1
1034,Christian Felton (D),Merrimack College,27,2,2,4,0.15,16,2
1035,Nick Trela (F),St. Lawrence University,28,2,2,4,0.14,6,-9
1036,Zachary Plucinski (D),University of Notre Dame,32,2,2,4,0.13,18,1
1037,Ryan Sullivan (F),UMass,33,2,2,4,0.12,4,-4
1038,Ryder Donovan (C/RW),University of Wisconsin,34,2,2,4,0.12,28,-5
1039,Adam Goodsir (F),Michigan State University,36,2,2,4,0.11,39,-9
1040,Tucker Hodgson (D),Bentley University,36,2,2,4,0.11,45,3
1041,Jackson Munro (D),Brown University,16,1,3,4,0.25,31,-5
1042,Will Margel (W/C),University of New Hampshire,18,1,3,4,0.22,6,-3
1043,George Grannis (F),Clarkson University,18,1,3,4,0.22,10,3
1044,Nick Granowicz (C/RW),University of Michigan,19,1,3,4,0.21,8,1
1045,Adam Arvedson (D),Merrimack College,19,1,3,4,0.21,10,-5
1046,Matt Sutton (F),Brown University,22,1,3,4,0.18,2,-10
1047,Dawson Bruneski (D),University of Maine,22,1,3,4,0.18,30,-9
1048,Alex Esposito (RW),Providence College,23,1,3,4,0.17,6,0
1049,Hudson Lambert (D),Canisius College,24,1,3,4,0.17,12,-2
1050,Ryan Carmichael (D/F),Yale University,28,1,3,4,0.14,6,-10
1051,Michael Young (D),Yale University,28,1,3,4,0.14,8,0
1052,Tanner Andrew (C),RIT (Rochester Inst. of Tech.),29,1,3,4,0.14,0,-8
1053,Connor Marritt (F),Northern Michigan University,29,1,3,4,0.14,8,-8
1054,Craig Needham (C),Providence College,30,1,3,4,0.13,6,4
1055,Jake Higgins (D),College of the Holy Cross,33,1,3,4,0.12,20,-4
1056,Jackson MacNab (RW),College of the Holy Cross,35,1,3,4,0.11,6,-6
1057,Luke Robinson (D),Air Force Academy,36,1,3,4,0.11,37,-5
1058,Ryan McGuire (C/RW),Colgate University,37,1,3,4,0.11,29,-8
1059,Samuel Duerr (D),University of Maine,10,0,4,4,0.40,4,-2
1060,Matthew Cassidy (RW),Ohio State University,12,0,4,4,0.33,21,4
1061,Jeremy Gervais (D),Lake Superior State University,16,0,4,4,0.25,10,-1
1062,Christophe Fillion (F),Quinnipiac University,19,0,4,4,0.21,6,2
1063,Jonny Mulera (F),University of Maine,20,0,4,4,0.20,2,-2
1064,Alex Konovalov (F),Princeton University,22,0,4,4,0.18,6,-3
1065,John Sladic (F),Miami University (Ohio),24,0,4,4,0.17,2,-7
1066,Derek Hamelin (D),Canisius College,24,0,4,4,0.17,8,-1
1067,Luke Erickson (D),St. Lawrence University,25,0,4,4,0.16,16,-5
1068,Kaelan Taylor (D),Clarkson University,26,0,4,4,0.15,8,2
1069,Cody Schiavon (D),University of Vermont,27,0,4,4,0.15,2,-2
1070,Keaton Pehrson (D),University of Michigan,27,0,4,4,0.15,21,10
1071,Jesse Pomeroy (D),Niagara University,28,0,4,4,0.14,12,-6
1072,Brady Ferner (D),University of North Dakota,29,0,4,4,0.14,6,3
1073,Jacob Wilson (D),Arizona State University,31,0,4,4,0.13,66,1
1074,Matt Staudacher (D),University of Minnesota,33,0,4,4,0.12,35,4
1075,Mathew Shatsky (D),College of the Holy Cross,34,0,4,4,0.12,2,3
1076,A.J. Hodges (LW),Michigan State University,34,0,4,4,0.12,4,-8
1077,Artyom Borshyov (D),Lake Superior State University,35,0,4,4,0.11,10,0
1078,Michael Bevilacqua (D),Mercyhurst University,35,0,4,4,0.11,44,4
1079,Ben Wozney (D),Bowling Green State University,36,0,4,4,0.11,12,-18
1080,Ryan Nicholson (D),RIT (Rochester Inst. of Tech.),36,0,4,4,0.11,45,-2
1081,Jackson Niedermayer (LW),Arizona State University,19,3,0,3,0.16,4,-4
1082,Levi Glasman (LW),Colgate University,24,3,0,3,0.13,22,-7
1083,Eric Esposito (LW),University of New Hampshire,30,3,0,3,0.10,14,1
1084,Hugo Esselin (C),Merrimack College,8,2,1,3,0.38,0,3
1085,Regan Kimens (LW),Merrimack College,10,2,1,3,0.30,8,0
1086,Daine Dubois (F),Long Island University,14,2,1,3,0.21,2,-6
1087,Brayden Nicholetts (F),University of Alaska-Fairbanks,15,2,1,3,0.20,10,1
1088,Gleb Murtazin (RW),Union College,16,2,1,3,0.19,12,-2
1089,Tyler Boucher (RW/LW),Boston University,17,2,1,3,0.18,34,-6
1090,Hunter McCoy (F),Army (U.S. Military Academy),18,2,1,3,0.17,4,-3
1091,Mike Kennedy (D),Princeton University,18,2,1,3,0.17,6,-7
1092,Liam Motley (F),Cornell University,21,2,1,3,0.14,19,-1
1093,Ray Christy (F),Colorado College,21,2,1,3,0.14,21,-4
1094,Timofei Spitserov (RW),University of Vermont,22,2,1,3,0.14,4,-5
1095,A.J. Drobot (RW),University of Maine,23,2,1,3,0.13,6,-3
1096,Brent Johnson (D),University of North Dakota,23,2,1,3,0.13,12,-4
1097,Blaine Warnert (F),University of St. Thomas,26,2,1,3,0.12,8,-12
