ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
733,Tommy Bergsland (D),Colgate University,40,1,9,10,0.25,25,-10
734,Derek Hamelin (D),University of Alaska-Anchorage,26,0,10,10,0.38,12,1
735,Jake Cady (C),Stonehill College,25,7,2,9,0.36,30,-3
736,Vincent De Mey (F),Northern Michigan University,34,7,2,9,0.26,22,-2
737,Joshua Barnes (C),American International College,21,5,4,9,0.43,6,-3
738,Tyson Dyck (C),UMass,28,5,4,9,0.32,8,-4
739,Jacob Slipec (F),University of Nebraska-Omaha,28,5,4,9,0.32,8,9
740,Gavin Puskar (F),Brown University,30,5,4,9,0.30,14,-9
741,Keanan Stewart (F),Mercyhurst University,34,5,4,9,0.26,12,-6
742,Matt Koopman (C/LW),UMass,35,5,4,9,0.26,0,-2
743,Mick Messner (LW),Merrimack College,35,5,4,9,0.26,24,6
744,Craig Needham (C),Providence College,37,5,4,9,0.24,16,-10
745,Holt Oliphant (F),Air Force Academy,27,4,5,9,0.33,6,5
746,David Jankowski (C/RW),Michigan Tech,28,4,5,9,0.32,2,-1
747,Tyler Campbell (C),Dartmouth College,28,4,5,9,0.32,4,2
748,Jimmy Glynn (F),University of Nebraska-Omaha,30,4,5,9,0.30,18,-5
749,Aaron Grounds (F),American International College,31,4,5,9,0.29,19,3
750,Connor Sullivan (D),Yale University,31,4,5,9,0.29,26,-3
751,Mike Brown (D),Merrimack College,33,4,5,9,0.27,27,6
752,Tristan Fraser (F),University of Connecticut,34,4,5,9,0.26,16,7
753,Owen Lindmark (C/RW),University of Wisconsin,36,4,5,9,0.25,10,-6
754,Jesse Jacques (F),University of Minnesota-Duluth,37,4,5,9,0.24,16,-4
755,Brayden Nicholetts (F),University of Alaska-Fairbanks,19,3,6,9,0.47,24,6
756,Ben Strinden (C),University of North Dakota,22,3,6,9,0.41,14,6
757,Ray Fust (LW/RW),University of Nebraska-Omaha,24,3,6,9,0.38,4,0
758,Colin Doyle (C),University of Alaska-Fairbanks,27,3,6,9,0.33,6,14
759,Josh Latta (F),Bentley University,27,3,6,9,0.33,16,-6
760,Nathan Plessis (F),Brown University,30,3,6,9,0.30,56,-4
761,Mason Snell (D),Union College,31,3,6,9,0.29,16,-5
762,Spencer Meier (D),St. Cloud State University,32,3,6,9,0.28,2,7
763,Grant Silianoff (RW),University of Notre Dame,33,3,6,9,0.27,6,-5
764,Matthew Kellenberger (D),RIT (Rochester Inst. of Tech.),37,3,6,9,0.24,33,-2
765,Levi Glasman (LW),Colgate University,38,3,6,9,0.24,6,-4
766,Aaron Bohlinger (D),UMass,25,2,7,9,0.36,8,-2
767,Nick Portz (F),University of North Dakota,27,2,7,9,0.33,4,1
768,Tim Makowski (D),St. Lawrence University,32,2,7,9,0.28,60,2
769,A.J. Macaulay (D),University of Alaska-Fairbanks,33,2,7,9,0.27,12,13
770,Tim Rego (D),Cornell University,33,2,7,9,0.27,16,18
771,Jack Jeffers (F),Lake Superior State University,33,2,7,9,0.27,25,-11
772,Nick Young (D),Union College,34,2,7,9,0.26,43,3
773,Harrison Rees (D),University of Connecticut,35,2,7,9,0.26,14,6
774,Rieger Lorenz (LW/C),University of Denver,37,2,7,9,0.24,20,0
775,Ryan Nicholson (D),RIT (Rochester Inst. of Tech.),37,2,7,9,0.24,32,1
776,Arvid Caderoth (C/RW),Michigan Tech,38,2,7,9,0.24,31,-4
777,Charles-Alexis Legault (D),Quinnipiac University,40,2,7,9,0.23,22,9
778,Jackson Munro (D),Brown University,20,1,8,9,0.45,8,-5
779,Will Dineen (LW/RW),Yale University,27,1,8,9,0.33,33,-4
780,Preston Brodziak (F),Long Island University,28,1,8,9,0.32,12,-2
781,Jackson Pierson (C),University of Notre Dame,31,1,8,9,0.29,10,-5
782,Nolan Krenzen (D),University of Nebraska-Omaha,34,1,8,9,0.26,4,3
783,Alex Gagne (D),University of New Hampshire,35,1,8,9,0.26,14,-6
784,Steven Bellini (D),Minnesota State University (Mankato),39,1,8,9,0.23,8,10
785,Dustyn McFaul (D),Clarkson University,30,0,9,9,0.30,33,12
786,Ryan Sidorski (D),University of North Dakota,36,0,9,9,0.25,16,4
787,Carter Schade (D),Penn State University,36,0,9,9,0.25,18,-3
788,Bobby Young (C),College of the Holy Cross,36,0,9,9,0.25,32,2
789,Jacob Semik (D),Arizona State University,39,0,9,9,0.23,6,6
790,Sam Morton (C/LW),Minnesota State University (Mankato),10,6,2,8,0.80,2,1
791,Mason McCormick (LW),Air Force Academy,34,6,2,8,0.24,49,3
792,Casey McDonald (F),American International College,18,5,3,8,0.44,10,1
793,Zakary Karpa (C/LW),Harvard University,22,5,3,8,0.36,6,2
794,Kamil Sadlocha (C),Ohio State University,26,5,3,8,0.31,16,-1
795,John Evans (F),RPI (Rensselaer Polytech. Inst.),29,5,3,8,0.28,6,-6
796,Kyle Bettens (RW/C),University of Minnesota-Duluth,33,5,3,8,0.24,12,1
797,Lucas Kanta (LW),Army (U.S. Military Academy),33,5,3,8,0.24,16,-8
798,Kyle Looft (D),Bemidji State University,36,5,3,8,0.22,19,-6
799,Darian Gotz (D),University of Minnesota-Duluth,37,5,3,8,0.22,16,5
800,Drake Burgin (D),St. Lawrence University,32,4,4,8,0.25,16,-1
801,Jack Horbach (RW/C),University of Wisconsin,32,4,4,8,0.25,40,-12
802,Stefano Bottini (LW/RW),Canisius College,32,4,4,8,0.25,55,2
803,Philip Tresca (C),Harvard University,34,4,4,8,0.24,20,-7
804,Will Hillman (F),Minnesota State University (Mankato),35,4,4,8,0.23,4,8
805,Brody Lamb (RW),University of Minnesota,39,4,4,8,0.21,4,3
806,Winter Wallace (RW),Cornell University,23,3,5,8,0.35,18,7
807,Félix Trudeau (LW),University of Maine,28,3,5,8,0.29,14,2
808,Luke Mylymok (W/C),University of Minnesota-Duluth,31,3,5,8,0.26,17,-7
809,Jack Rogers (F),St. Cloud State University,34,3,5,8,0.24,14,-2
810,Solag Bakich (F),University of Notre Dame,35,3,5,8,0.23,20,-2
811,Austen Long (RW/C),American International College,35,3,5,8,0.23,43,8
812,Bennett Norlin (F),Air Force Academy,36,3,5,8,0.22,4,-14
813,Jaden Grant (F),Bowling Green State University,36,3,5,8,0.22,12,-15
814,Trey Taylor (D),Clarkson University,36,3,5,8,0.22,18,-5
815,Marek Korencik (D),UMass-Lowell,36,3,5,8,0.22,32,1
816,Mike Van Unen (D),Northern Michigan University,36,3,5,8,0.22,36,-2
817,Matt DeBoer (W),College of the Holy Cross,39,3,5,8,0.21,18,-8
818,Andrew Petrucci (C),RIT (Rochester Inst. of Tech.),39,3,5,8,0.21,33,2
819,Victor Czerneckianair (C),Quinnipiac University,40,3,5,8,0.20,13,5
820,Kabore Dunn (D),Lindenwood University,23,2,6,8,0.35,14,-6
821,Jarred White (C),University of Alaska-Anchorage,24,2,6,8,0.33,26,-9
822,Casey Severo (C),Harvard University,27,2,6,8,0.30,2,8
823,Jayden Sison (RW),Princeton University,30,2,6,8,0.27,10,-2
824,John Beaton (C),RPI (Rensselaer Polytech. Inst.),31,2,6,8,0.26,4,-8
825,Ryan Healey (D),Harvard University,34,2,6,8,0.24,23,-1
826,Hudson Lambert (D),Canisius College,35,2,6,8,0.23,13,-3
827,Braden Doyle (D),Northeastern University,23,1,7,8,0.35,6,8
828,Teddy McElaney (D),Stonehill College,23,1,7,8,0.35,18,7
829,Connor Mylymok (RW/LW),University of Alaska-Fairbanks,29,1,7,8,0.28,83,5
830,Cameron MacDonald (F),Dartmouth College,30,1,7,8,0.27,17,-22
831,Guillaume Richard (D),Providence College,31,1,7,8,0.26,6,-6
832,Trevor Zins (D),University of St. Thomas,34,1,7,8,0.24,10,-11
833,Kirby Proctor (D),University of Nebraska-Omaha,37,1,7,8,0.22,30,-4
834,Samuli Niinisaari (D),Brown University,30,0,8,8,0.27,8,-6
835,Victor Mancini (D),University of Nebraska-Omaha,32,0,8,8,0.25,10,2
836,Drew Cooper (D),Ferris State University,32,0,8,8,0.25,16,-12
837,Benjamin Tupker (LW),Union College,35,6,1,7,0.20,20,-6
838,Danny Pearson (F),Bentley University,22,5,2,7,0.32,4,-3
839,Ryan Shostak (F),Brown University,29,5,2,7,0.24,4,-4
840,Teddy Lagerback (LW),Arizona State University,30,5,2,7,0.23,27,1
841,Josh Boyer (C),St. Lawrence University,36,5,2,7,0.19,24,-2
842,John Peloso (F),Stonehill College,14,4,3,7,0.50,5,1
843,Tristan Lemyre (C),University of Denver,17,4,3,7,0.41,2,7
844,Reilly Moran (F),St. Lawrence University,27,4,3,7,0.26,8,2
845,Cooper Gay (LW/RW),University of St. Thomas,30,4,3,7,0.23,13,0
846,Liam Malmquist (F),University of Wisconsin,33,4,3,7,0.21,12,-6
847,Jakub Lewandowski (F),Bemidji State University,34,4,3,7,0.21,24,-2
848,Caiden Gault (F),Ferris State University,21,3,4,7,0.33,12,2
849,Logan Ganie (LW),Michigan Tech,24,3,4,7,0.29,8,1
850,Chase Brand (C),St. Cloud State University,24,3,4,7,0.29,11,4
851,Noah Serdachny (F),Colorado College,27,3,4,7,0.26,2,-3
852,Jamie Collins (F),University of Alaska-Anchorage,27,3,4,7,0.26,8,-8
853,Jake Dunlap (F),University of New Hampshire,28,3,4,7,0.25,10,-6
854,Jack Jensen (LW),Arizona State University,28,3,4,7,0.25,24,1
855,Quinn Emerson (RW/C),Bowling Green State University,29,3,4,7,0.24,14,-3
856,William Lemay (C/LW),University of Vermont,30,3,4,7,0.23,8,-10
857,Tyler Carpenter (F),University of Notre Dame,30,3,4,7,0.23,8,2
858,Mason Salquist (F),St. Cloud State University,40,3,4,7,0.18,10,3
859,Nolan Moyle (C/RW),University of Michigan,40,3,4,7,0.18,36,4
860,Frank Nazar (C/RW),University of Michigan,13,2,5,7,0.54,0,6
861,Gleb Veremyev (C/LW),Colorado College,14,2,5,7,0.50,18,-9
862,Matt Stienburg (C),Cornell University,18,2,5,7,0.39,18,-2
863,Will Cohen (D),Stonehill College,19,2,5,7,0.37,4,2
864,Brock Bremer (LW),University of Nebraska-Omaha,22,2,5,7,0.32,30,0
865,Jacob Dirks (F),Ferris State University,23,2,5,7,0.30,10,-3
866,Ryan Nause (D),Bentley University,24,2,5,7,0.29,20,-8
867,Cody Monds (RW/C),Providence College,25,2,5,7,0.28,4,-4
868,Adam Pitters (F),Bowling Green State University,27,2,5,7,0.26,32,-1
869,Stiven Sardaryan (RW/C),University of New Hampshire,29,2,5,7,0.24,8,-1
870,Joe Winkelmann (C),Bentley University,30,2,5,7,0.23,4,-2
871,Joey Molenaar (F),St. Cloud State University,30,2,5,7,0.23,4,5
872,Cooper Wylie (D),St. Cloud State University,30,2,5,7,0.23,10,1
873,Julian Kislin (D),Sacred Heart University,30,2,5,7,0.23,10,3
874,Drew Kuzma (F),Lindenwood University,30,2,5,7,0.23,28,-10
875,Reid Pabich (C),University of Maine,31,2,5,7,0.23,4,-2
876,Cullen Ferguson (D),Union College,34,2,5,7,0.21,34,-10
877,Dominick Mersch (C),University of Wisconsin,35,2,5,7,0.20,15,-1
878,Luca Fantilli (D),University of Michigan,35,2,5,7,0.20,18,4
879,Jared Kucharek (D),Lake Superior State University,35,2,5,7,0.20,19,-7
880,Mitchell Digby (D),Air Force Academy,35,2,5,7,0.20,28,-10
881,Roman Kinal (D),University of Connecticut,35,2,5,7,0.20,42,-7
882,Charlie Leddy (D),Boston College,35,2,5,7,0.20,47,0
883,Tanner Laderoute (RW/C),University of Minnesota-Duluth,37,2,5,7,0.19,6,-8
884,Jacob Bauer (D),Western Michigan University,38,2,5,7,0.18,10,7
885,Aiden Gallacher (D),Northern Michigan University,38,2,5,7,0.18,39,6
886,Daniel Hilsendager (D),Western Michigan University,39,2,5,7,0.18,12,7
887,Seth Bernard-Docker (D),Bentley University,20,1,6,7,0.35,22,-2
888,Luc Wilson (F),Minnesota State University (Mankato),21,1,6,7,0.33,8,4
889,Reilly Funk (C),Northern Michigan University,23,1,6,7,0.30,21,0
890,Ryan Davies (D),Stonehill College,24,1,6,7,0.29,14,-3
891,Steve Holtz (D),University of Michigan,25,1,6,7,0.28,38,11
892,Christian Gorscak (F),Niagara University,26,1,6,7,0.27,4,-6
893,Coltan Wilkie (F),Lindenwood University,26,1,6,7,0.27,12,-7
894,Cody Schiavon (D),Canisius College,26,1,6,7,0.27,14,5
895,Carson Kosobud (D),University of Alaska-Anchorage,27,1,6,7,0.26,44,-11
896,Mason Klee (D),RPI (Rensselaer Polytech. Inst.),31,1,6,7,0.23,39,-5
897,Michael Suda (D),Cornell University,33,1,6,7,0.21,8,8
898,Eric Faith (LW),UMass,33,1,6,7,0.21,16,-4
899,Ben Schultheis (D),Ferris State University,33,1,6,7,0.21,16,-8
900,Patrick Smyth (F),Army (U.S. Military Academy),33,1,6,7,0.21,18,-10
901,Connor Mayer (D),Colorado College,34,1,6,7,0.21,22,6
902,Daniel Laatsch (D),University of Wisconsin,36,1,6,7,0.19,6,-5
903,Spencer Berry (D),RIT (Rochester Inst. of Tech.),37,1,6,7,0.19,25,4
904,Jack Millar (D),Colorado College,38,1,6,7,0.18,25,1
905,Lucas Bahn (D),Niagara University,40,1,6,7,0.18,12,-1
906,Brendon Michaelian (D),Mercyhurst University,18,0,7,7,0.39,6,0
907,Max Ruoho (D),Niagara University,22,0,7,7,0.32,6,-1
908,Topi Heiskanen (D),Michigan Tech,24,0,7,7,0.29,2,-2
909,Nicolas Petruolo (D),Union College,28,0,7,7,0.25,35,-6
910,Mike Vorlicky (D),University of Wisconsin,32,0,7,7,0.22,34,-2
911,Thomas Messineo (D),University of Connecticut,35,0,7,7,0.20,6,14
912,Luis Lindner (D/F),American International College,35,0,7,7,0.20,10,-6
913,Zachary Aughe (C),Lindenwood University,26,5,1,6,0.23,19,-9
914,Griffin Ness (F),University of North Dakota,27,5,1,6,0.22,12,3
915,Calvon Boots (D),RIT (Rochester Inst. of Tech.),28,5,1,6,0.21,37,2
916,Adam Flammang (RW),Bemidji State University,32,5,1,6,0.19,22,-9
917,Timofei Spitserov (RW),University of Vermont,24,4,2,6,0.25,4,-7
918,Jacob Marti (F),Air Force Academy,25,4,2,6,0.24,22,-7
919,Quinton Ong (RW),Yale University,27,4,2,6,0.22,6,-6
920,Artur Turansky (LW),Miami University (Ohio),32,4,2,6,0.19,6,-11
921,Logan Jenuwine (F),Lake Superior State University,17,3,3,6,0.35,4,-8
922,Blake Biondi (C/RW),University of Minnesota-Duluth,17,3,3,6,0.35,4,-4
923,Dallas Tulik (F),Ferris State University,18,3,3,6,0.33,22,-3
924,Ethan Harrison (F),Bentley University,20,3,3,6,0.30,2,-5
925,Matt Talarico (F),Stonehill College,20,3,3,6,0.30,6,-1
926,Joey Maziarz (D),Mercyhurst University,23,3,3,6,0.26,2,6
927,Jack Brackett (F),RPI (Rensselaer Polytech. Inst.),23,3,3,6,0.26,2,-3
928,Chris Pappas (C),Long Island University,23,3,3,6,0.26,8,-2
929,Tucker McIntosh (D),St. Lawrence University,24,3,3,6,0.25,14,-3
930,Carson Albrecht (RW),University of North Dakota,26,3,3,6,0.23,0,4
931,Desi Burgart (F),Quinnipiac University,26,3,3,6,0.23,4,-6
932,Kristaps Skrastins (C),University of New Hampshire,26,3,3,6,0.23,4,0
933,Benito Posa (F),Lake Superior State University,27,3,3,6,0.22,37,-4
934,Lynden Grandberg (F),Brown University,28,3,3,6,0.21,8,1
935,Tim Piechowski (RW),University of St. Thomas,30,3,3,6,0.20,12,-1
936,Cole Spicer (C/LW),University of Minnesota-Duluth,32,3,3,6,0.19,2,-1
937,Simon Jellus (C/LW),University of Vermont,32,3,3,6,0.19,20,-10
938,Anton Malmström (D),Bowling Green State University,33,3,3,6,0.18,16,-8
939,Ethan Gauer (D),University of St. Thomas,35,3,3,6,0.17,8,1
940,Carter Long (D),University of Vermont,36,3,3,6,0.17,4,-7
941,Christian O'Neill (C),Boston College,36,3,3,6,0.17,32,-9
942,Patrick Cozzi (RW),Colorado College,38,3,3,6,0.16,2,1
943,Bayard Hall (D),Yale University,23,2,4,6,0.26,0,3
944,Ian Pierce (D),Dartmouth College,25,2,4,6,0.24,2,-12
945,Benji Eckerle (F),Arizona State University,28,2,4,6,0.21,6,4
946,Evan Orr (D),Michigan Tech,28,2,4,6,0.21,8,2
947,Brandon Tabakin (D),Yale University,29,2,4,6,0.21,2,-9
948,Christian Felton (D),Merrimack College,32,2,4,6,0.19,14,16
949,Riley Hughes (RW),Northeastern University,32,2,4,6,0.19,18,2
950,Pierson Brandon (D),Colgate University,32,2,4,6,0.19,20,0
951,Tommy Pasanen (D),Clarkson University,32,2,4,6,0.19,38,-5
952,Austin Rook (D),Long Island University,33,2,4,6,0.18,10,-1
953,Kalle Eriksson (D),University of New Hampshire,33,2,4,6,0.18,12,-3
954,Tabor Heaslip (F),University of Connecticut,35,2,4,6,0.17,4,3
955,Noah Prokop (C),Colorado College,36,2,4,6,0.17,22,4
956,Connor Caponi (F),University of Denver,39,2,4,6,0.15,26,0
957,Brent Johnson (D),University of North Dakota,13,1,5,6,0.46,6,3
958,Evan Miller (C),RIT (Rochester Inst. of Tech.),25,1,5,6,0.24,21,2
959,Owen Ozar (F),University of Denver,27,1,5,6,0.22,10,3
960,Brayden Krieger (F),Bowling Green State University,28,1,5,6,0.21,4,-13
961,Uula Ruikka (D),Providence College,29,1,5,6,0.21,28,-2
962,Teddy Wooding (F),Yale University,30,1,5,6,0.20,0,-9
963,Jerry Harding (F),UMass,32,1,5,6,0.19,8,-5
964,Colby Enns (D),Northern Michigan University,32,1,5,6,0.19,10,14
965,Ryan Conroy (D),Yale University,32,1,5,6,0.19,28,-1
966,Nick Strom (D),RPI (Rensselaer Polytech. Inst.),35,1,5,6,0.17,6,1
967,Aidan Hreschuk (D),Boston College,35,1,5,6,0.17,20,-5
968,John Gormley (D),Long Island University,36,1,5,6,0.17,30,-6
969,Tony Malinowski (D),Minnesota State University (Mankato),37,1,5,6,0.16,4,6
970,Cam McDonald (D),Providence College,37,1,5,6,0.16,15,7
971,Tyrell Buckley (D),Canisius College,38,1,5,6,0.16,10,1
972,Cade Webber (D),Boston University,40,1,5,6,0.15,29,4
973,Jake Higgins (D),College of the Holy Cross,41,1,5,6,0.15,45,4
974,Connor Kelley (D),Providence College,21,0,6,6,0.29,10,1
975,Chase Foley (D),Colorado College,34,0,6,6,0.18,8,-11
976,Jackson Dorrington (D),Northeastern University,35,0,6,6,0.17,23,4
977,Ralfs Bergmanis (D),University of Vermont,36,0,6,6,0.17,22,-12
978,Cal Thomas (D),University of Minnesota,40,0,6,6,0.15,4,7
979,Jackson Kunz (LW),University of North Dakota,24,5,0,5,0.21,10,-5
980,Paul Maust (LW),Mercyhurst University,24,5,0,5,0.21,22,-1
981,Ryan Drkulec (F),Harvard University,14,4,1,5,0.36,8,2
982,Justin Paul (LW),St. Lawrence University,16,4,1,5,0.31,6,-4
983,John Mittelstadt (F),University of Minnesota,30,4,1,5,0.17,8,-1
984,Jaedon Leslie (F),Ohio State University,39,4,1,5,0.13,14,0
985,Brandon Lajoie (LW),University of Alaska-Anchorage,16,3,2,5,0.31,8,-4
986,Massimo-Sarantos Lombardi (C),University of Vermont,17,3,2,5,0.29,6,-6
987,Dawson Good (F),University of Vermont,22,3,2,5,0.23,6,-7
988,Ville Immonen (C),Union College,26,3,2,5,0.19,8,-6
989,Brian Adams (F),Air Force Academy,27,3,2,5,0.19,10,-6
990,Dylan Finlay (D),University of Alaska-Anchorage,27,3,2,5,0.19,14,-14
991,Brady Egan (C),Clarkson University,30,3,2,5,0.17,8,-4
992,Karl Falk (D),University of Alaska-Fairbanks,31,3,2,5,0.16,24,7
993,Jake Veilleux (D/F),University of Connecticut,32,3,2,5,0.16,2,0
994,Erik Bargholtz (F),Clarkson University,33,3,2,5,0.15,12,-2
995,Connor Milburn (F),Lake Superior State University,34,3,2,5,0.15,14,-16
996,Porter Schachle (F),University of Vermont,34,3,2,5,0.15,33,-16
997,Liam Izyk (F),Boston College,36,3,2,5,0.14,24,-7
998,Jacob Felker (F),Army (U.S. Military Academy),37,3,2,5,0.14,8,-9
999,Gustaf Westlund (C/W),Ohio State University,7,2,3,5,0.71,4,2
1000,Ethan Wolthers (F),Western Michigan University,13,2,3,5,0.38,2,2
1001,Braden Birnie (F),University of Alaska-Fairbanks,16,2,3,5,0.31,19,4
1002,Grant Ahcan (LW/RW),St. Cloud State University,19,2,3,5,0.26,10,5
1003,Chase McLane (C/RW),Penn State University,21,2,3,5,0.24,18,2
1004,Dillan Bentley (F),UMass-Lowell,22,2,3,5,0.23,4,-9
1005,Dominic Vidoli (D),Ohio State University,23,2,3,5,0.22,4,5
1006,Tanner Vescio (D),Northern Michigan University,23,2,3,5,0.22,8,9
1007,Andrew Noel (D),Ferris State University,23,2,3,5,0.22,14,3
1008,Matt Argentina (C),Boston College,24,2,3,5,0.21,4,-1
1009,Brett Pfoh (F),Bowling Green State University,24,2,3,5,0.21,10,-2
1010,Philippe Lapointe (F),University of Michigan,24,2,3,5,0.21,34,-2
1011,Hunter Toale (D),Bentley University,25,2,3,5,0.20,6,-5
1012,Shane LaVelle (F),Lindenwood University,25,2,3,5,0.20,23,-6
1013,Josh Nodler (C/RW),UMass,27,2,3,5,0.19,8,-6
1014,Levi Stauber (F),Michigan Tech,28,2,3,5,0.18,2,6
1015,Arnaud Vachon (C),Colgate University,28,2,3,5,0.18,27,-7
1016,Finn Evans (RW),University of Vermont,29,2,3,5,0.17,21,-2
1017,Dante Fantauzzi (D),Sacred Heart University,33,2,3,5,0.15,23,-1
1018,Gabe Blanchard (D),UMass-Lowell,34,2,3,5,0.15,29,2
1019,Jack Clement (D),Miami University (Ohio),36,2,3,5,0.14,30,-5
1020,Ty Murchison (D),Arizona State University,36,2,3,5,0.14,93,-1
1021,Simon Tassy (F),Minnesota State University (Mankato),15,1,4,5,0.33,0,6
1022,Zack Nazzarett (LW),Long Island University,17,1,4,5,0.29,6,-4
1023,Conor Cole (C),University of Alaska-Anchorage,24,1,4,5,0.21,8,-2
1024,Killian Kiecker-Olson (C),University of Maine,24,1,4,5,0.21,12,-2
1025,Grant Docter (D),University of St. Thomas,25,1,4,5,0.20,21,-9
1026,Tyler Rubin (D),Princeton University,26,1,4,5,0.19,18,-8
1027,Tristan Sarsland (D),Clarkson University,27,1,4,5,0.19,20,-2
1028,Mike Kennedy (D),Princeton University,28,1,4,5,0.18,14,-7
1029,Brandon Chabrier (D),University of Maine,28,1,4,5,0.18,25,0
1030,Tony Andreozzi (D),Brown University,30,1,4,5,0.17,8,-3
1031,Jack Cameron (D),Dartmouth College,30,1,4,5,0.17,16,-11
1032,Robert Cronin (F),University of New Hampshire,31,1,4,5,0.16,14,-15
1033,Zachary Plucinski (D),University of Notre Dame,31,1,4,5,0.16,27,-7
1034,Dylan Moulton (D),Miami University (Ohio),32,1,4,5,0.16,18,-18
1035,Jack Bar (D),Harvard University,32,1,4,5,0.16,31,13
1036,Luke Mobley (F),Clarkson University,33,1,4,5,0.15,38,-3
1037,Viktor Hurtig (D),Michigan State University,34,1,4,5,0.15,16,4
1038,Sebastian Dirven (D),Cornell University,34,1,4,5,0.15,23,7
1039,Brehdan Engum (D),UMass-Lowell,36,1,4,5,0.14,14,-7
1040,Carson Peters (D),University of St. Thomas,36,1,4,5,0.14,18,-7
1041,Zach Dubinsky (F),Michigan State University,37,1,4,5,0.14,21,-10
1042,Jake Boltmann (D),University of Notre Dame,37,1,4,5,0.14,48,-5
1043,Justin Jallen (F),Michigan State University,38,1,4,5,0.13,0,-8
1044,Brett Edwards (F),University of Denver,38,1,4,5,0.13,18,-5
1045,Michael Underwood (D),Michigan State University,38,1,4,5,0.13,20,-3
1046,Jay Keranen (D),University of Michigan,40,1,4,5,0.13,17,6
1047,Lincoln Erne (D),Canisius College,41,1,4,5,0.12,36,-1
1048,Jack Robilotti (D),College of the Holy Cross,41,1,4,5,0.12,55,-9
1049,Trevor LeDonne (D),University of St. Thomas,21,0,5,5,0.24,10,4
1050,Jack Smith (C/RW),University of Minnesota-Duluth,24,0,5,5,0.21,10,3
1051,James Marooney (D),Ohio State University,26,0,5,5,0.19,2,6
1052,Dalton Hunter (RW/LW),Mercyhurst University,28,0,5,5,0.18,18,-8
1053,Luca Münzenberger (D),University of Vermont,28,0,5,5,0.18,24,-9
1054,Aiden Dubinsky (D),University of Minnesota-Duluth,29,0,5,5,0.17,8,1
1055,Michael Young (D),Yale University,29,0,5,5,0.17,25,-3
1056,Brendan Budy (LW),RPI (Rensselaer Polytech. Inst.),30,0,5,5,0.17,6,-3
1057,Ellis Rickwood (C),Clarkson University,35,0,5,5,0.14,14,-3
1058,Luke Reid (D),University of New Hampshire,35,0,5,5,0.14,14,-18
1059,Adrien Bisson (D),Mercyhurst University,36,0,5,5,0.14,13,2
1060,Mason Wheeler (D),Minnesota State University (Mankato),37,0,5,5,0.14,14,9
1061,David Posma (D),Niagara University,37,0,5,5,0.14,67,-1
1062,Rylan Van Unen (F),Northern Michigan University,14,4,0,4,0.29,17,-4
1063,Aidan Connolly (C),Sacred Heart University,15,4,0,4,0.27,0,1
1064,Trevor Russell (D),Michigan Tech,16,4,0,4,0.25,10,5
1065,Morgan Winters (F),University of New Hampshire,20,4,0,4,0.20,16,-9
1066,Cade Kowalski (C/RW),Ferris State University,20,3,1,4,0.20,0,-7
1067,Austen May (D),Providence College,21,3,1,4,0.19,4,-1
1068,Nick Rhéaume (LW/C),UMass-Lowell,27,3,1,4,0.15,2,-1
1069,William Hallén (C/LW),Miami University (Ohio),29,3,1,4,0.14,28,-16
1070,Jens Richards (F),University of Vermont,30,3,1,4,0.13,6,-6
1071,Joe Berg (F),Princeton University,30,3,1,4,0.13,8,1
1072,Tyrone Bronte (RW),Michigan Tech,32,3,1,4,0.13,12,6
1073,Aaron Myers (F),Bemidji State University,35,3,1,4,0.11,6,-4
1074,Thomas Manty (F),Brown University,10,2,2,4,0.40,2,0
1075,Will Arquiett (F),St. Lawrence University,13,2,2,4,0.31,2,1
1076,Reese Farrell (F),Army (U.S. Military Academy),16,2,2,4,0.25,2,2
1077,Jonny Russell (RW),Brown University,17,2,2,4,0.24,10,0
1078,Eric Otto (F),American International College,18,2,2,4,0.22,4,0
1079,Alexander Servagno (F),Penn State University,19,2,2,4,0.21,6,0
1080,Altti Nykänen (F),RPI (Rensselaer Polytech. Inst.),20,2,2,4,0.20,17,-3
1081,Connor Gregga (F),Minnesota State University (Mankato),23,2,2,4,0.17,6,1
1082,Jack Olmstead (C/LW/RW),Miami University (Ohio),23,2,2,4,0.17,10,-11
1083,Alex Gomez (C/W),University of Alaska-Anchorage,24,2,2,4,0.17,2,-3
1084,Kalen Szeto (F),Yale University,25,2,2,4,0.16,4,-10
1085,Matt Jennings (C),University of St. Thomas,26,2,2,4,0.15,8,-9
1086,Thomas Daskas (F),Miami University (Ohio),28,2,2,4,0.14,12,-8
1087,Pat Lawn (D),Bentley University,29,2,2,4,0.14,16,2
1088,Evan Dougherty (RW),Bowling Green State University,32,2,2,4,0.13,12,-13
1089,Thomas Sinclair (C),University of Vermont,33,2,2,4,0.12,2,-7
1090,Ben Brinkman (D),University of Notre Dame,35,2,2,4,0.11,20,-8
1091,Patrick Dawson (D),Sacred Heart University,36,2,2,4,0.11,10,4
1092,Eric Parker (D),Bowling Green State University,8,1,3,4,0.50,2,3
1093,Jett Jungels (F),Northern Michigan University,13,1,3,4,0.31,6,-1
1094,Ty Pochipinski (F),Air Force Academy,14,1,3,4,0.29,8,0
1095,Tommy Bannister (F),Mercyhurst University,16,1,3,4,0.25,2,-4
1096,Justin Michaelian (F),University of Maine,20,1,3,4,0.20,2,3
1097,Tyler Williams (C),Lake Superior State University,20,1,3,4,0.20,6,3
